from,to,community,graphName
0,1,0,art2
0,2,0,art2
0,3,0,art2
0,4,0,art2
0,5,0,art2
0,6,0,art2
101,102,1,art2
101,103,1,art2
101,104,1,art2
101,105,1,art2
101,106,1,art2
102,103,1,art2
102,104,1,art2
102,105,1,art2
102,106,1,art2
103,104,1,art2
103,105,1,art2
103,106,1,art2
104,105,1,art2
104,106,1,art2
105,106,1,art2
101,1,1,art2
201,202,2,art2
201,203,2,art2
201,204,2,art2
201,205,2,art2
201,206,2,art2
202,203,2,art2
202,204,2,art2
202,205,2,art2
202,206,2,art2
203,204,2,art2
203,205,2,art2
203,206,2,art2
204,205,2,art2
204,206,2,art2
205,206,2,art2
201,1,2,art2
301,302,3,art2
301,303,3,art2
301,304,3,art2
301,305,3,art2
301,306,3,art2
302,303,3,art2
302,304,3,art2
302,305,3,art2
302,306,3,art2
303,304,3,art2
303,305,3,art2
303,306,3,art2
304,305,3,art2
304,306,3,art2
305,306,3,art2
301,2,3,art2
401,402,4,art2
401,403,4,art2
401,404,4,art2
401,405,4,art2
401,406,4,art2
402,403,4,art2
402,404,4,art2
402,405,4,art2
402,406,4,art2
403,404,4,art2
403,405,4,art2
403,406,4,art2
404,405,4,art2
404,406,4,art2
405,406,4,art2
401,2,4,art2
501,502,5,art2
501,503,5,art2
501,504,5,art2
501,505,5,art2
501,506,5,art2
502,503,5,art2
502,504,5,art2
502,505,5,art2
502,506,5,art2
503,504,5,art2
503,505,5,art2
503,506,5,art2
504,505,5,art2
504,506,5,art2
505,506,5,art2
501,3,5,art2
601,602,6,art2
601,603,6,art2
601,604,6,art2
601,605,6,art2
601,606,6,art2
602,603,6,art2
602,604,6,art2
602,605,6,art2
602,606,6,art2
603,604,6,art2
603,605,6,art2
603,606,6,art2
604,605,6,art2
604,606,6,art2
605,606,6,art2
601,3,6,art2
701,702,7,art2
701,703,7,art2
701,704,7,art2
701,705,7,art2
701,706,7,art2
702,703,7,art2
702,704,7,art2
702,705,7,art2
702,706,7,art2
703,704,7,art2
703,705,7,art2
703,706,7,art2
704,705,7,art2
704,706,7,art2
705,706,7,art2
701,4,7,art2
801,802,8,art2
801,803,8,art2
801,804,8,art2
801,805,8,art2
801,806,8,art2
802,803,8,art2
802,804,8,art2
802,805,8,art2
802,806,8,art2
803,804,8,art2
803,805,8,art2
803,806,8,art2
804,805,8,art2
804,806,8,art2
805,806,8,art2
801,4,8,art2
901,902,9,art2
901,903,9,art2
901,904,9,art2
901,905,9,art2
901,906,9,art2
902,903,9,art2
902,904,9,art2
902,905,9,art2
902,906,9,art2
903,904,9,art2
903,905,9,art2
903,906,9,art2
904,905,9,art2
904,906,9,art2
905,906,9,art2
901,5,9,art2
1001,1002,10,art2
1001,1003,10,art2
1001,1004,10,art2
1001,1005,10,art2
1001,1006,10,art2
1002,1003,10,art2
1002,1004,10,art2
1002,1005,10,art2
1002,1006,10,art2
1003,1004,10,art2
1003,1005,10,art2
1003,1006,10,art2
1004,1005,10,art2
1004,1006,10,art2
1005,1006,10,art2
1001,5,10,art2
1101,1102,11,art2
1101,1103,11,art2
1101,1104,11,art2
1101,1105,11,art2
1101,1106,11,art2
1102,1103,11,art2
1102,1104,11,art2
1102,1105,11,art2
1102,1106,11,art2
1103,1104,11,art2
1103,1105,11,art2
1103,1106,11,art2
1104,1105,11,art2
1104,1106,11,art2
1105,1106,11,art2
1101,6,11,art2
1201,1202,12,art2
1201,1203,12,art2
1201,1204,12,art2
1201,1205,12,art2
1201,1206,12,art2
1202,1203,12,art2
1202,1204,12,art2
1202,1205,12,art2
1202,1206,12,art2
1203,1204,12,art2
1203,1205,12,art2
1203,1206,12,art2
1204,1205,12,art2
1204,1206,12,art2
1205,1206,12,art2
1201,6,12,art2
