from,to,community,graphName
0,1,0,art6
0,2,0,art6
0,3,0,art6
0,4,0,art6
0,5,0,art6
0,6,0,art6
101,102,1,art6
101,103,1,art6
101,104,1,art6
101,105,1,art6
102,103,1,art6
102,104,1,art6
102,105,1,art6
103,104,1,art6
103,105,1,art6
104,105,1,art6
101,1,1,art6
201,202,2,art6
201,203,2,art6
201,204,2,art6
201,205,2,art6
201,206,2,art6
201,207,2,art6
201,208,2,art6
201,209,2,art6
201,210,2,art6
202,203,2,art6
202,204,2,art6
202,205,2,art6
202,206,2,art6
202,207,2,art6
202,208,2,art6
202,209,2,art6
202,210,2,art6
203,204,2,art6
203,205,2,art6
203,206,2,art6
203,207,2,art6
203,208,2,art6
203,209,2,art6
203,210,2,art6
204,205,2,art6
204,206,2,art6
204,207,2,art6
204,208,2,art6
204,209,2,art6
204,210,2,art6
205,206,2,art6
205,207,2,art6
205,208,2,art6
205,209,2,art6
205,210,2,art6
206,207,2,art6
206,208,2,art6
206,209,2,art6
206,210,2,art6
207,208,2,art6
207,209,2,art6
207,210,2,art6
208,209,2,art6
208,210,2,art6
209,210,2,art6
201,1,2,art6
301,302,3,art6
301,303,3,art6
301,304,3,art6
301,305,3,art6
301,306,3,art6
302,303,3,art6
302,304,3,art6
302,305,3,art6
302,306,3,art6
303,304,3,art6
303,305,3,art6
303,306,3,art6
304,305,3,art6
304,306,3,art6
305,306,3,art6
301,2,3,art6
401,402,4,art6
401,403,4,art6
401,404,4,art6
401,405,4,art6
401,406,4,art6
401,407,4,art6
401,408,4,art6
401,409,4,art6
402,403,4,art6
402,404,4,art6
402,405,4,art6
402,406,4,art6
402,407,4,art6
402,408,4,art6
402,409,4,art6
403,404,4,art6
403,405,4,art6
403,406,4,art6
403,407,4,art6
403,408,4,art6
403,409,4,art6
404,405,4,art6
404,406,4,art6
404,407,4,art6
404,408,4,art6
404,409,4,art6
405,406,4,art6
405,407,4,art6
405,408,4,art6
405,409,4,art6
406,407,4,art6
406,408,4,art6
406,409,4,art6
407,408,4,art6
407,409,4,art6
408,409,4,art6
401,2,4,art6
501,502,5,art6
501,503,5,art6
501,504,5,art6
501,505,5,art6
501,506,5,art6
501,507,5,art6
502,503,5,art6
502,504,5,art6
502,505,5,art6
502,506,5,art6
502,507,5,art6
503,504,5,art6
503,505,5,art6
503,506,5,art6
