name,graphName,type,version,totalNodes,totalEdges,communitySize,intra-degree,inter-degree,intra-degree_denseRank,intra-degree_reverseDenseRank,intra-degree_percentRank,intra-degree_averageRank,intra-degree_reverseAverageRank,inter-degree_denseRank,inter-degree_reverseDenseRank,inter-degree_percentRank,inter-degree_averageRank,inter-degree_reverseAverageRank,degree,betweenness,closeness,pageRank,transitivity,triangleCount,knn,eccentricity,degree_denseRank,degree_reverseDenseRank,degree_percentRank,degree_averageRank,degree_reverseAverageRank,betweenness_denseRank,betweenness_reverseDenseRank,betweenness_percentRank,betweenness_averageRank,betweenness_reverseAverageRank,closeness_denseRank,closeness_reverseDenseRank,closeness_percentRank,closeness_averageRank,closeness_reverseAverageRank,pageRank_denseRank,pageRank_reverseDenseRank,pageRank_percentRank,pageRank_averageRank,pageRank_reverseAverageRank,transitivity_denseRank,transitivity_reverseDenseRank,transitivity_percentRank,transitivity_averageRank,transitivity_reverseAverageRank,triangleCount_denseRank,triangleCount_reverseDenseRank,triangleCount_percentRank,triangleCount_averageRank,triangleCount_reverseAverageRank,knn_denseRank,knn_reverseDenseRank,knn_percentRank,knn_averageRank,knn_reverseAverageRank,eccentricity_denseRank,eccentricity_reverseDenseRank,eccentricity_percentRank,eccentricity_averageRank,eccentricity_reverseAverageRank,tau,sentinel,sentinelVar
0,karate,HCMStar,2,34,78,16,14,2,9,2,0.97,33,2,3,2,0.91,32,3,16,157.7,0.0159,0.0915,0.0833,10,4.1,3,10,2,0.97,33,2,24,1,1,34,1,29,2,0.94,32.5,2.5,31,2,0.97,33,2,4,9,0.45,16,19,8,1,1,34,1,5,17,0.15,6.5,28.5,1,3,0,3,32,0.5,2.78969,24.34385
0,karate,HCMStar,2,34,78,16,14,2,9,2,0.97,33,2,3,2,0.91,32,3,16,157.7,0.0159,0.0915,0.0833,10,4.1,3,10,2,0.97,33,2,24,1,1,34,1,29,2,0.94,32.5,2.5,31,2,0.97,33,2,4,9,0.45,16,19,8,1,1,34,1,5,17,0.15,6.5,28.5,1,3,0,3,32,1,1.50399,13.74036
0,karate,HCMStar,2,34,78,16,14,2,9,2,0.97,33,2,3,2,0.91,32,3,16,157.7,0.0159,0.0915,0.0833,10,4.1,3,10,2,0.97,33,2,24,1,1,34,1,29,2,0.94,32.5,2.5,31,2,0.97,33,2,4,9,0.45,16,19,8,1,1,34,1,5,17,0.15,6.5,28.5,1,3,0,3,32,5,0.30477,0.20467
1,karate,HCMStar,2,34,78,16,8,1,7,4,0.91,31,4,2,3,0.64,26,9,9,74.9,0.0143,0.0547,0.167,6,5,4,7,5,0.88,30,5,20,5,0.88,30,5,27,4,0.85,29,6,28,5,0.88,30,5,7,6,0.55,20,15,5,4,0.88,30.5,4.5,7,15,0.24,9,26,2,2,0.15,14,21,0.5,3.50777,34.689
1,karate,HCMStar,2,34,78,16,8,1,7,4,0.91,31,4,2,3,0.64,26,9,9,74.9,0.0143,0.0547,0.167,6,5,4,7,5,0.88,30,5,20,5,0.88,30,5,27,4,0.85,29,6,28,5,0.88,30,5,7,6,0.55,20,15,5,4,0.88,30.5,4.5,7,15,0.24,9,26,2,2,0.15,14,21,1,1.75277,18.55933
1,karate,HCMStar,2,34,78,16,8,1,7,4,0.91,31,4,2,3,0.64,26,9,9,74.9,0.0143,0.0547,0.167,6,5,4,7,5,0.88,30,5,20,5,0.88,30,5,27,4,0.85,29,6,28,5,0.88,30,5,7,6,0.55,20,15,5,4,0.88,30.5,4.5,7,15,0.24,9,26,2,2,0.15,14,21,5,0.26921,0.12078
10,karate,HCMStar,2,34,78,16,3,0,3,8,0.42,18,17,1,4,0,11,24,3,2.2,0.00885,0.0219,0,0,2.7,5,3,9,0.36,15.5,19.5,4,21,0.36,13.5,21.5,2,29,0.03,2,33,15,18,0.48,17,18,1,12,0,6.5,28.5,1,8,0,6.5,28.5,1,21,0,1,34,3,1,0.67,28.5,6.5,0.5,6.42851,67.10283
10,karate,HCMStar,2,34,78,16,3,0,3,8,0.42,18,17,1,4,0,11,24,3,2.2,0.00885,0.0219,0,0,2.7,5,3,9,0.36,15.5,19.5,4,21,0.36,13.5,21.5,2,29,0.03,2,33,15,18,0.48,17,18,1,12,0,6.5,28.5,1,8,0,6.5,28.5,1,21,0,1,34,3,1,0.67,28.5,6.5,1,4.08995,61.49725
10,karate,HCMStar,2,34,78,16,3,0,3,8,0.42,18,17,1,4,0,11,24,3,2.2,0.00885,0.0219,0,0,2.7,5,3,9,0.36,15.5,19.5,4,21,0.36,13.5,21.5,2,29,0.03,2,33,15,18,0.48,17,18,1,12,0,6.5,28.5,1,8,0,6.5,28.5,1,21,0,1,34,3,1,0.67,28.5,6.5,5,0.4791,2.2561
11,karate,HCMStar,2,34,78,16,1,0,1,10,0,1.5,33.5,1,4,0,11,24,1,0,0.0098,0.00957,0,0,8,5,1,11,0,1,34,1,24,0,5,30,4,27,0.09,4,31,1,32,0,1,34,1,12,0,6.5,28.5,1,8,0,6.5,28.5,16,6,0.67,25,10,3,1,0.67,28.5,6.5,0.5,5.7922,79.28135
11,karate,HCMStar,2,34,78,16,1,0,1,10,0,1.5,33.5,1,4,0,11,24,1,0,0.0098,0.00957,0,0,8,5,1,11,0,1,34,1,24,0,5,30,4,27,0.09,4,31,1,32,0,1,34,1,12,0,6.5,28.5,1,8,0,6.5,28.5,16,6,0.67,25,10,3,1,0.67,28.5,6.5,1,4.63219,58.70113
11,karate,HCMStar,2,34,78,16,1,0,1,10,0,1.5,33.5,1,4,0,11,24,1,0,0.0098,0.00957,0,0,8,5,1,11,0,1,34,1,24,0,5,30,4,27,0.09,4,31,1,32,0,1,34,1,12,0,6.5,28.5,1,8,0,6.5,28.5,16,6,0.67,25,10,3,1,0.67,28.5,6.5,5,2.09308,31.21616
12,karate,HCMStar,2,34,78,16,2,0,2,9,0.06,8.5,26.5,1,4,0,11,24,2,1,0.00877,0.0163,0,0,3.5,5,2,10,0.03,7,28,3,22,0.3,11.5,23.5,1,30,0,1,34,9,24,0.24,10,25,1,12,0,6.5,28.5,1,8,0,6.5,28.5,3,19,0.06,3.5,31.5,3,1,0.67,28.5,6.5,0.5,7.03966,88.25045
12,karate,HCMStar,2,34,78,16,2,0,2,9,0.06,8.5,26.5,1,4,0,11,24,2,1,0.00877,0.0163,0,0,3.5,5,2,10,0.03,7,28,3,22,0.3,11.5,23.5,1,30,0,1,34,9,24,0.24,10,25,1,12,0,6.5,28.5,1,8,0,6.5,28.5,3,19,0.06,3.5,31.5,3,1,0.67,28.5,6.5,1,5.07675,71.22235
12,karate,HCMStar,2,34,78,16,2,0,2,9,0.06,8.5,26.5,1,4,0,11,24,2,1,0.00877,0.0163,0,0,3.5,5,2,10,0.03,7,28,3,22,0.3,11.5,23.5,1,30,0,1,34,9,24,0.24,10,25,1,12,0,6.5,28.5,1,8,0,6.5,28.5,3,19,0.06,3.5,31.5,3,1,0.67,28.5,6.5,5,0.99565,10.47182
