name,graphName,type,version,totalNodes,totalEdges,communitySize,intra-degree,inter-degree,intra-degree_denseRank,intra-degree_reverseDenseRank,intra-degree_percentRank,intra-degree_averageRank,intra-degree_reverseAverageRank,inter-degree_denseRank,inter-degree_reverseDenseRank,inter-degree_percentRank,inter-degree_averageRank,inter-degree_reverseAverageRank,degree,betweenness,closeness,pageRank,transitivity,triangleCount,knn,eccentricity,degree_denseRank,degree_reverseDenseRank,degree_percentRank,degree_averageRank,degree_reverseAverageRank,betweenness_denseRank,betweenness_reverseDenseRank,betweenness_percentRank,betweenness_averageRank,betweenness_reverseAverageRank,closeness_denseRank,closeness_reverseDenseRank,closeness_percentRank,closeness_averageRank,closeness_reverseAverageRank,pageRank_denseRank,pageRank_reverseDenseRank,pageRank_percentRank,pageRank_averageRank,pageRank_reverseAverageRank,transitivity_denseRank,transitivity_reverseDenseRank,transitivity_percentRank,transitivity_averageRank,transitivity_reverseAverageRank,triangleCount_denseRank,triangleCount_reverseDenseRank,triangleCount_percentRank,triangleCount_averageRank,triangleCount_reverseAverageRank,knn_denseRank,knn_reverseDenseRank,knn_percentRank,knn_averageRank,knn_reverseAverageRank,eccentricity_denseRank,eccentricity_reverseDenseRank,eccentricity_percentRank,eccentricity_averageRank,eccentricity_reverseAverageRank,tau,sentinel,sentinelVar
0,art6,artificial,,97,328,7,0,6,1,3,0,40,58,4,4,0.29,36,62,6,3840,0.00379,0.0119,0,0,3,3,4,5,0.27,34,64,11,1,1,97,1,14,1,1,97,1,12,5,0.92,89,9,1,8,0,4,94,1,7,0,4,94,1,14,0,1,97,1,4,0,1,97,0.5,10.4071,446.72785
0,art6,artificial,,97,328,7,0,6,1,3,0,40,58,4,4,0.29,36,62,6,3840,0.00379,0.0119,0,0,3,3,4,5,0.27,34,64,11,1,1,97,1,14,1,1,97,1,12,5,0.92,89,9,1,8,0,4,94,1,7,0,4,94,1,14,0,1,97,1,4,0,1,97,1,12.31126,801.31277
0,art6,artificial,,97,328,7,0,6,1,3,0,40,58,4,4,0.29,36,62,6,3840,0.00379,0.0119,0,0,3,3,4,5,0.27,34,64,11,1,1,97,1,14,1,1,97,1,12,5,0.92,89,9,1,8,0,4,94,1,7,0,4,94,1,14,0,1,97,1,4,0,1,97,5,3.60786,144.37334
1,art6,artificial,,97,328,7,2,1,3,1,0.95,94.5,3.5,1,7,0,3.5,94.5,3,1265,0.00304,0.00624,0,0,7,4,1,8,0,3.5,94.5,8,4,0.94,91.5,6.5,13,2,0.94,93.5,4.5,3,14,0.04,5.5,92.5,1,8,0,4,94,1,7,0,4,94,9,6,0.41,42.5,55.5,2,3,0.01,4.5,93.5,0.5,29.98806,2080.58164
1,art6,artificial,,97,328,7,2,1,3,1,0.95,94.5,3.5,1,7,0,3.5,94.5,3,1265,0.00304,0.00624,0,0,7,4,1,8,0,3.5,94.5,8,4,0.94,91.5,6.5,13,2,0.94,93.5,4.5,3,14,0.04,5.5,92.5,1,8,0,4,94,1,7,0,4,94,9,6,0.41,42.5,55.5,2,3,0.01,4.5,93.5,1,30.2529,1958.89776
1,art6,artificial,,97,328,7,2,1,3,1,0.95,94.5,3.5,1,7,0,3.5,94.5,3,1265,0.00304,0.00624,0,0,7,4,1,8,0,3.5,94.5,8,4,0.94,91.5,6.5,13,2,0.94,93.5,4.5,3,14,0.04,5.5,92.5,1,8,0,4,94,1,7,0,4,94,9,6,0.41,42.5,55.5,2,3,0.01,4.5,93.5,5,12.92884,986.23064
1001,art6,artificial,,97,328,6,1,5,2,2,0.82,85.5,12.5,3,5,0.17,22.5,75.5,6,455,0.00242,0.0118,0.667,10,4.7,5,4,5,0.27,34,64,3,9,0.83,81.5,16.5,8,7,0.83,81.5,16.5,11,6,0.9,87.5,10.5,3,6,0.09,10.5,87.5,3,5,0.18,23.5,74.5,4,11,0.11,12.5,85.5,3,2,0.07,13.5,84.5,0.5,23.57757,1156.31844
1001,art6,artificial,,97,328,6,1,5,2,2,0.82,85.5,12.5,3,5,0.17,22.5,75.5,6,455,0.00242,0.0118,0.667,10,4.7,5,4,5,0.27,34,64,3,9,0.83,81.5,16.5,8,7,0.83,81.5,16.5,11,6,0.9,87.5,10.5,3,6,0.09,10.5,87.5,3,5,0.18,23.5,74.5,4,11,0.11,12.5,85.5,3,2,0.07,13.5,84.5,1,25.95013,1430.47076
1001,art6,artificial,,97,328,6,1,5,2,2,0.82,85.5,12.5,3,5,0.17,22.5,75.5,6,455,0.00242,0.0118,0.667,10,4.7,5,4,5,0.27,34,64,3,9,0.83,81.5,16.5,8,7,0.83,81.5,16.5,11,6,0.9,87.5,10.5,3,6,0.09,10.5,87.5,3,5,0.18,23.5,74.5,4,11,0.11,12.5,85.5,3,2,0.07,13.5,84.5,5,13.2172,757.36657
1002,art6,artificial,,97,328,6,0,5,1,3,0,40,58,3,5,0.17,22.5,75.5,5,0,0.00198,0.0101,1,10,5.2,6,3,6,0.15,20.5,77.5,1,11,0,39.5,58.5,2,13,0.08,13.5,84.5,5,12,0.15,19.5,78.5,8,1,0.2,58.5,39.5,3,5,0.18,23.5,74.5,5,10,0.14,18.5,79.5,4,1,0.2,58.5,39.5,0.5,23.14541,1190.52961
