name,graphName,type,version,totalNodes,totalEdges,communitySize,intra-degree,inter-degree,intra-degree_denseRank,intra-degree_reverseDenseRank,intra-degree_percentRank,intra-degree_averageRank,intra-degree_reverseAverageRank,inter-degree_denseRank,inter-degree_reverseDenseRank,inter-degree_percentRank,inter-degree_averageRank,inter-degree_reverseAverageRank,degree,betweenness,closeness,pageRank,transitivity,triangleCount,knn,eccentricity,degree_denseRank,degree_reverseDenseRank,degree_percentRank,degree_averageRank,degree_reverseAverageRank,betweenness_denseRank,betweenness_reverseDenseRank,betweenness_percentRank,betweenness_averageRank,betweenness_reverseAverageRank,closeness_denseRank,closeness_reverseDenseRank,closeness_percentRank,closeness_averageRank,closeness_reverseAverageRank,pageRank_denseRank,pageRank_reverseDenseRank,pageRank_percentRank,pageRank_averageRank,pageRank_reverseAverageRank,transitivity_denseRank,transitivity_reverseDenseRank,transitivity_percentRank,transitivity_averageRank,transitivity_reverseAverageRank,triangleCount_denseRank,triangleCount_reverseDenseRank,triangleCount_percentRank,triangleCount_averageRank,triangleCount_reverseAverageRank,knn_denseRank,knn_reverseDenseRank,knn_percentRank,knn_averageRank,knn_reverseAverageRank,eccentricity_denseRank,eccentricity_reverseDenseRank,eccentricity_percentRank,eccentricity_averageRank,eccentricity_reverseAverageRank,tau,sentinel,sentinelVar
0,dolphins,HCM,1,62,159,42,6,0,6,7,0.56,39.5,23.5,1,3,0,27,36,6,72.6,0.00621,0.017,0.333,5,7.3,5,6,7,0.56,38.5,24.5,37,17,0.74,46,17,45,7,0.89,55.5,7.5,33,26,0.57,36.5,26.5,18,10,0.61,41.5,21.5,6,10,0.57,39,24,20,16,0.61,38.5,24.5,2,4,0.02,9.5,53.5,0.5,5.13989,71.78435
0,dolphins,HCM,1,62,159,42,6,0,6,7,0.56,39.5,23.5,1,3,0,27,36,6,72.6,0.00621,0.017,0.333,5,7.3,5,6,7,0.56,38.5,24.5,37,17,0.74,46,17,45,7,0.89,55.5,7.5,33,26,0.57,36.5,26.5,18,10,0.61,41.5,21.5,6,10,0.57,39,24,20,16,0.61,38.5,24.5,2,4,0.02,9.5,53.5,1,2.06386,27.70535
0,dolphins,HCM,1,62,159,42,6,0,6,7,0.56,39.5,23.5,1,3,0,27,36,6,72.6,0.00621,0.017,0.333,5,7.3,5,6,7,0.56,38.5,24.5,37,17,0.74,46,17,45,7,0.89,55.5,7.5,33,26,0.57,36.5,26.5,18,10,0.61,41.5,21.5,6,10,0.57,39,24,20,16,0.61,38.5,24.5,2,4,0.02,9.5,53.5,5,0.41306,0.59605
1,dolphins,HCM,1,62,159,20,6,2,6,7,0.56,39.5,23.5,3,1,0.97,61,2,8,229,0.00592,0.0254,0.179,5,5.2,5,8,5,0.8,51.5,11.5,50,4,0.95,59,4,41,11,0.8,50,13,49,10,0.85,53,10,6,22,0.33,21,42,6,10,0.57,39,24,5,31,0.11,8.5,54.5,2,4,0.02,9.5,53.5,0.5,6.8113,154.43042
1,dolphins,HCM,1,62,159,20,6,2,6,7,0.56,39.5,23.5,3,1,0.97,61,2,8,229,0.00592,0.0254,0.179,5,5.2,5,8,5,0.8,51.5,11.5,50,4,0.95,59,4,41,11,0.8,50,13,49,10,0.85,53,10,6,22,0.33,21,42,6,10,0.57,39,24,5,31,0.11,8.5,54.5,2,4,0.02,9.5,53.5,1,2.08917,19.78088
1,dolphins,HCM,1,62,159,20,6,2,6,7,0.56,39.5,23.5,3,1,0.97,61,2,8,229,0.00592,0.0254,0.179,5,5.2,5,8,5,0.8,51.5,11.5,50,4,0.95,59,4,41,11,0.8,50,13,49,10,0.85,53,10,6,22,0.33,21,42,6,10,0.57,39,24,5,31,0.11,8.5,54.5,2,4,0.02,9.5,53.5,5,0.48756,5.02137
10,dolphins,HCM,1,62,159,42,5,0,5,8,0.48,32,31,1,3,0,27,36,5,33.7,0.00541,0.0151,0.4,4,6.2,6,5,8,0.43,30.5,32.5,20,34,0.46,29,34,32,20,0.56,35.5,27.5,27,32,0.46,29,34,21,7,0.77,49,14,5,11,0.52,34,29,12,24,0.34,23,40,3,3,0.28,33.5,29.5,0.5,6.05906,88.91095
10,dolphins,HCM,1,62,159,42,5,0,5,8,0.48,32,31,1,3,0,27,36,5,33.7,0.00541,0.0151,0.4,4,6.2,6,5,8,0.43,30.5,32.5,20,34,0.46,29,34,32,20,0.56,35.5,27.5,27,32,0.46,29,34,21,7,0.77,49,14,5,11,0.52,34,29,12,24,0.34,23,40,3,3,0.28,33.5,29.5,1,2.5868,29.67593
10,dolphins,HCM,1,62,159,42,5,0,5,8,0.48,32,31,1,3,0,27,36,5,33.7,0.00541,0.0151,0.4,4,6.2,6,5,8,0.43,30.5,32.5,20,34,0.46,29,34,32,20,0.56,35.5,27.5,27,32,0.46,29,34,21,7,0.77,49,14,5,11,0.52,34,29,12,24,0.34,23,40,3,3,0.28,33.5,29.5,5,0.40336,0.56968
11,dolphins,HCM,1,62,159,42,1,0,1,12,0,5.5,57.5,1,3,0,27,36,1,0,0.00408,0.00508,0,0,10,8,1,12,0,5,58,1,53,0,5.5,57.5,5,47,0.08,6.5,56.5,4,55,0.05,4.5,58.5,1,27,0,8,55,1,15,0,8,55,35,1,0.97,61,2,5,1,0.97,61,2,0.5,9.65818,232.52652
11,dolphins,HCM,1,62,159,42,1,0,1,12,0,5.5,57.5,1,3,0,27,36,1,0,0.00408,0.00508,0,0,10,8,1,12,0,5,58,1,53,0,5.5,57.5,5,47,0.08,6.5,56.5,4,55,0.05,4.5,58.5,1,27,0,8,55,1,15,0,8,55,35,1,0.97,61,2,5,1,0.97,61,2,1,7.56717,187.27764
11,dolphins,HCM,1,62,159,42,1,0,1,12,0,5.5,57.5,1,3,0,27,36,1,0,0.00408,0.00508,0,0,10,8,1,12,0,5,58,1,53,0,5.5,57.5,5,47,0.08,6.5,56.5,4,55,0.05,4.5,58.5,1,27,0,8,55,1,15,0,8,55,35,1,0.97,61,2,5,1,0.97,61,2,5,2.4644,58.45234
12,dolphins,HCM,1,62,159,42,1,0,1,12,0,5.5,57.5,1,3,0,27,36,1,0,0.00467,0.00484,0,0,10,6,1,12,0,5,58,1,53,0,5.5,57.5,15,37,0.26,17,46,1,58,0,1,62,1,27,0,8,55,1,15,0,8,55,35,1,0.97,61,2,3,3,0.28,33.5,29.5,0.5,10.62212,259.22205
12,dolphins,HCM,1,62,159,42,1,0,1,12,0,5.5,57.5,1,3,0,27,36,1,0,0.00467,0.00484,0,0,10,6,1,12,0,5,58,1,53,0,5.5,57.5,15,37,0.26,17,46,1,58,0,1,62,1,27,0,8,55,1,15,0,8,55,35,1,0.97,61,2,3,3,0.28,33.5,29.5,1,5.9953,126.69688
12,dolphins,HCM,1,62,159,42,1,0,1,12,0,5.5,57.5,1,3,0,27,36,1,0,0.00467,0.00484,0,0,10,6,1,12,0,5,58,1,53,0,5.5,57.5,15,37,0.26,17,46,1,58,0,1,62,1,27,0,8,55,1,15,0,8,55,35,1,0.97,61,2,3,3,0.28,33.5,29.5,5,2.76262,97.36802
13,dolphins,HCM,1,62,159,20,8,0,8,5,0.84,53,10,1,3,0,27,36,8,75.2,0.00503,0.0259,0.5,14,6.2,6,8,5,0.8,51.5,11.5,39,15,0.77,48,15,22,30,0.38,24,39,50,9,0.87,54,9,22,6,0.82,51.5,11.5,13,3,0.95,59,4,12,24,0.34,23,40,3,3,0.28,33.5,29.5,0.5,6.50602,87.50898
13,dolphins,HCM,1,62,159,20,8,0,8,5,0.84,53,10,1,3,0,27,36,8,75.2,0.00503,0.0259,0.5,14,6.2,6,8,5,0.8,51.5,11.5,39,15,0.77,48,15,22,30,0.38,24,39,50,9,0.87,54,9,22,6,0.82,51.5,11.5,13,3,0.95,59,4,12,24,0.34,23,40,3,3,0.28,33.5,29.5,1,3.05274,47.89556
13,dolphins,HCM,1,62,159,20,8,0,8,5,0.84,53,10,1,3,0,27,36,8,75.2,0.00503,0.0259,0.5,14,6.2,6,8,5,0.8,51.5,11.5,39,15,0.77,48,15,22,30,0.38,24,39,50,9,0.87,54,9,22,6,0.82,51.5,11.5,13,3,0.95,59,4,12,24,0.34,23,40,3,3,0.28,33.5,29.5,5,0.49038,5.01115
