name,graphName,type,version,totalNodes,totalEdges,communitySize,intra-degree,inter-degree,intra-degree_denseRank,intra-degree_reverseDenseRank,intra-degree_percentRank,intra-degree_averageRank,intra-degree_reverseAverageRank,inter-degree_denseRank,inter-degree_reverseDenseRank,inter-degree_percentRank,inter-degree_averageRank,inter-degree_reverseAverageRank,degree,betweenness,closeness,pageRank,transitivity,triangleCount,knn,eccentricity,degree_denseRank,degree_reverseDenseRank,degree_percentRank,degree_averageRank,degree_reverseAverageRank,betweenness_denseRank,betweenness_reverseDenseRank,betweenness_percentRank,betweenness_averageRank,betweenness_reverseAverageRank,closeness_denseRank,closeness_reverseDenseRank,closeness_percentRank,closeness_averageRank,closeness_reverseAverageRank,pageRank_denseRank,pageRank_reverseDenseRank,pageRank_percentRank,pageRank_averageRank,pageRank_reverseAverageRank,transitivity_denseRank,transitivity_reverseDenseRank,transitivity_percentRank,transitivity_averageRank,transitivity_reverseAverageRank,triangleCount_denseRank,triangleCount_reverseDenseRank,triangleCount_percentRank,triangleCount_averageRank,triangleCount_reverseAverageRank,knn_denseRank,knn_reverseDenseRank,knn_percentRank,knn_averageRank,knn_reverseAverageRank,eccentricity_denseRank,eccentricity_reverseDenseRank,eccentricity_percentRank,eccentricity_averageRank,eccentricity_reverseAverageRank,tau,sentinel,sentinelVar
0,karate,HCM,2,34,78,16,14,2,9,2,0.97,33,2,3,2,0.91,32,3,16,230.5,0.0189,0.0969,0.158,19,4.7,3,10,2,0.97,33,2,20,1,1,34,1,20,1,1,34,1,24,2,0.97,33,2,3,14,0.06,3,32,12,2,0.97,33,2,4,19,0.09,4.5,30.5,1,3,0,4,31,0.5,2.63862,18.41353
0,karate,HCM,2,34,78,16,14,2,9,2,0.97,33,2,3,2,0.91,32,3,16,230.5,0.0189,0.0969,0.158,19,4.7,3,10,2,0.97,33,2,20,1,1,34,1,20,1,1,34,1,24,2,0.97,33,2,3,14,0.06,3,32,12,2,0.97,33,2,4,19,0.09,4.5,30.5,1,3,0,4,31,1,1.25913,6.89033
0,karate,HCM,2,34,78,16,14,2,9,2,0.97,33,2,3,2,0.91,32,3,16,230.5,0.0189,0.0969,0.158,19,4.7,3,10,2,0.97,33,2,20,1,1,34,1,20,1,1,34,1,24,2,0.97,33,2,3,14,0.06,3,32,12,2,0.97,33,2,4,19,0.09,4.5,30.5,1,3,0,4,31,5,0.2745,0.21252
1,karate,HCM,2,34,78,16,8,1,7,4,0.91,31,4,2,3,0.64,26,9,9,45.2,0.0167,0.0527,0.361,13,7.2,3,7,5,0.88,30,5,16,5,0.88,30,5,16,5,0.88,30,5,21,5,0.88,30,5,9,8,0.3,11,24,10,4,0.88,30.5,4.5,9,14,0.3,11,24,1,3,0,4,31,0.5,3.52887,38.5958
1,karate,HCM,2,34,78,16,8,1,7,4,0.91,31,4,2,3,0.64,26,9,9,45.2,0.0167,0.0527,0.361,13,7.2,3,7,5,0.88,30,5,16,5,0.88,30,5,16,5,0.88,30,5,21,5,0.88,30,5,9,8,0.3,11,24,10,4,0.88,30.5,4.5,9,14,0.3,11,24,1,3,0,4,31,1,1.28573,5.37605
1,karate,HCM,2,34,78,16,8,1,7,4,0.91,31,4,2,3,0.64,26,9,9,45.2,0.0167,0.0527,0.361,13,7.2,3,7,5,0.88,30,5,16,5,0.88,30,5,16,5,0.88,30,5,21,5,0.88,30,5,9,8,0.3,11,24,10,4,0.88,30.5,4.5,9,14,0.3,11,24,1,3,0,4,31,5,0.27304,0.17293
10,karate,HCM,2,34,78,16,3,0,3,8,0.42,18,17,1,4,0,11,24,3,0.3,0.0122,0.022,0.667,2,7.7,4,3,9,0.36,15.5,19.5,3,18,0.42,15.5,19.5,7,14,0.18,8.5,26.5,11,15,0.48,17.5,17.5,13,4,0.45,18,17,3,11,0.48,18,17,11,12,0.36,14,21,2,2,0.21,19,16,0.5,10.51883,240.13163
10,karate,HCM,2,34,78,16,3,0,3,8,0.42,18,17,1,4,0,11,24,3,0.3,0.0122,0.022,0.667,2,7.7,4,3,9,0.36,15.5,19.5,3,18,0.42,15.5,19.5,7,14,0.18,8.5,26.5,11,15,0.48,17.5,17.5,13,4,0.45,18,17,3,11,0.48,18,17,11,12,0.36,14,21,2,2,0.21,19,16,1,4.99043,134.51806
10,karate,HCM,2,34,78,16,3,0,3,8,0.42,18,17,1,4,0,11,24,3,0.3,0.0122,0.022,0.667,2,7.7,4,3,9,0.36,15.5,19.5,3,18,0.42,15.5,19.5,7,14,0.18,8.5,26.5,11,15,0.48,17.5,17.5,13,4,0.45,18,17,3,11,0.48,18,17,11,12,0.36,14,21,2,2,0.21,19,16,5,0.79657,17.55151
11,karate,HCM,2,34,78,16,1,0,1,10,0,1.5,33.5,1,4,0,11,24,1,0,0.0118,0.00956,0,0,16,4,1,11,0,1,34,1,20,0,7,28,5,16,0.12,5,30,1,25,0,1,34,1,16,0,1,34,1,13,0,1,34,22,1,1,34,1,2,2,0.21,19,16,0.5,11.77876,234.40763
11,karate,HCM,2,34,78,16,1,0,1,10,0,1.5,33.5,1,4,0,11,24,1,0,0.0118,0.00956,0,0,16,4,1,11,0,1,34,1,20,0,7,28,5,16,0.12,5,30,1,25,0,1,34,1,16,0,1,34,1,13,0,1,34,22,1,1,34,1,2,2,0.21,19,16,1,8.2674,173.11668
11,karate,HCM,2,34,78,16,1,0,1,10,0,1.5,33.5,1,4,0,11,24,1,0,0.0118,0.00956,0,0,16,4,1,11,0,1,34,1,20,0,7,28,5,16,0.12,5,30,1,25,0,1,34,1,16,0,1,34,1,13,0,1,34,22,1,1,34,1,2,2,0.21,19,16,5,3.96702,83.26511
12,karate,HCM,2,34,78,16,2,0,2,9,0.06,8.5,26.5,1,4,0,11,24,2,0,0.0119,0.0146,1,1,11,4,2,10,0.03,7,28,1,20,0,7,28,6,15,0.15,6,29,4,22,0.27,10,25,16,1,0.67,28.5,6.5,2,12,0.03,9,26,17,6,0.64,23,12,2,2,0.21,19,16,0.5,10.74386,210.71932
12,karate,HCM,2,34,78,16,2,0,2,9,0.06,8.5,26.5,1,4,0,11,24,2,0,0.0119,0.0146,1,1,11,4,2,10,0.03,7,28,1,20,0,7,28,6,15,0.15,6,29,4,22,0.27,10,25,16,1,0.67,28.5,6.5,2,12,0.03,9,26,17,6,0.64,23,12,2,2,0.21,19,16,1,5.45314,145.06818
12,karate,HCM,2,34,78,16,2,0,2,9,0.06,8.5,26.5,1,4,0,11,24,2,0,0.0119,0.0146,1,1,11,4,2,10,0.03,7,28,1,20,0,7,28,6,15,0.15,6,29,4,22,0.27,10,25,16,1,0.67,28.5,6.5,2,12,0.03,9,26,17,6,0.64,23,12,2,2,0.21,19,16,5,1.09368,25.91401
13,karate,HCM,2,34,78,16,4,1,4,7,0.64,24,11,2,3,0.64,26,9,5,18.1,0.0141,0.0299,0.6,6,9,3,5,7,0.73,26,9,14,7,0.82,28,7,14,7,0.82,28,7,17,9,0.76,26,9,12,5,0.42,15,20,7,7,0.76,26.5,8.5,13,10,0.48,17.5,17.5,1,3,0,4,31,0.5,5.29943,80.90719
13,karate,HCM,2,34,78,16,4,1,4,7,0.64,24,11,2,3,0.64,26,9,5,18.1,0.0141,0.0299,0.6,6,9,3,5,7,0.73,26,9,14,7,0.82,28,7,14,7,0.82,28,7,17,9,0.76,26,9,12,5,0.42,15,20,7,7,0.76,26.5,8.5,13,10,0.48,17.5,17.5,1,3,0,4,31,1,2.3015,63.33881
