name,graphName,type,version,totalNodes,totalEdges,communitySize,intra-degree,inter-degree,intra-degree_denseRank,intra-degree_reverseDenseRank,intra-degree_percentRank,intra-degree_averageRank,intra-degree_reverseAverageRank,inter-degree_denseRank,inter-degree_reverseDenseRank,inter-degree_percentRank,inter-degree_averageRank,inter-degree_reverseAverageRank,degree,betweenness,closeness,pageRank,transitivity,triangleCount,knn,eccentricity,degree_denseRank,degree_reverseDenseRank,degree_percentRank,degree_averageRank,degree_reverseAverageRank,betweenness_denseRank,betweenness_reverseDenseRank,betweenness_percentRank,betweenness_averageRank,betweenness_reverseAverageRank,closeness_denseRank,closeness_reverseDenseRank,closeness_percentRank,closeness_averageRank,closeness_reverseAverageRank,pageRank_denseRank,pageRank_reverseDenseRank,pageRank_percentRank,pageRank_averageRank,pageRank_reverseAverageRank,transitivity_denseRank,transitivity_reverseDenseRank,transitivity_percentRank,transitivity_averageRank,transitivity_reverseAverageRank,triangleCount_denseRank,triangleCount_reverseDenseRank,triangleCount_percentRank,triangleCount_averageRank,triangleCount_reverseAverageRank,knn_denseRank,knn_reverseDenseRank,knn_percentRank,knn_averageRank,knn_reverseAverageRank,eccentricity_denseRank,eccentricity_reverseDenseRank,eccentricity_percentRank,eccentricity_averageRank,eccentricity_reverseAverageRank,tau,sentinel,sentinelVar
0,art2,artificial,,79,198,7,0,6,1,3,0,31,49,3,1,1,79,1,6,2535,0.00476,0.0162,0,0,3,3,3,1,0.85,73,7,4,1,1,79,1,4,1,1,79,1,4,1,1,79,1,1,3,0,4,76,1,2,0,4,76,1,4,0,1,79,1,4,0,1,79,0.5,7.74492,231.3055
0,art2,artificial,,79,198,7,0,6,1,3,0,31,49,3,1,1,79,1,6,2535,0.00476,0.0162,0,0,3,3,3,1,0.85,73,7,4,1,1,79,1,4,1,1,79,1,4,1,1,79,1,1,3,0,4,76,1,2,0,4,76,1,4,0,1,79,1,4,0,1,79,1,9.27879,426.07115
0,art2,artificial,,79,198,7,0,6,1,3,0,31,49,3,1,1,79,1,6,2535,0.00476,0.0162,0,0,3,3,3,1,0.85,73,7,4,1,1,79,1,4,1,1,79,1,4,1,1,79,1,1,3,0,4,76,1,2,0,4,76,1,4,0,1,79,1,4,0,1,79,5,2.99562,91.8948
1,art2,artificial,,79,198,7,2,1,3,1,0.94,76.5,3.5,1,3,0,3.5,76.5,3,828,0.0038,0.00844,0,0,6,4,1,3,0,3.5,76.5,3,2,0.92,75.5,4.5,3,2,0.92,75.5,4.5,1,4,0,3.5,76.5,1,3,0,4,76,1,2,0,4,76,4,1,0.94,76.5,3.5,2,3,0.01,4.5,75.5,0.5,22.66809,1032.90239
1,art2,artificial,,79,198,7,2,1,3,1,0.94,76.5,3.5,1,3,0,3.5,76.5,3,828,0.0038,0.00844,0,0,6,4,1,3,0,3.5,76.5,3,2,0.92,75.5,4.5,3,2,0.92,75.5,4.5,1,4,0,3.5,76.5,1,3,0,4,76,1,2,0,4,76,4,1,0.94,76.5,3.5,2,3,0.01,4.5,75.5,1,25.82994,1632.61278
1,art2,artificial,,79,198,7,2,1,3,1,0.94,76.5,3.5,1,3,0,3.5,76.5,3,828,0.0038,0.00844,0,0,6,4,1,3,0,3.5,76.5,3,2,0.92,75.5,4.5,3,2,0.92,75.5,4.5,1,4,0,3.5,76.5,1,3,0,4,76,1,2,0,4,76,4,1,0.94,76.5,3.5,2,3,0.01,4.5,75.5,5,9.84539,607.0805
1001,art2,artificial,,79,198,6,1,5,2,2,0.78,67.5,12.5,2,2,0.08,42.5,37.5,6,365,0.00303,0.015,0.667,10,4.7,5,3,1,0.85,73,7,2,3,0.77,66.5,13.5,2,3,0.77,66.5,13.5,3,2,0.85,72.5,7.5,2,2,0.09,13.5,66.5,2,1,0.09,43.5,36.5,2,3,0.01,7.5,72.5,3,2,0.09,13.5,66.5,0.5,15.90205,464.51252
1001,art2,artificial,,79,198,6,1,5,2,2,0.78,67.5,12.5,2,2,0.08,42.5,37.5,6,365,0.00303,0.015,0.667,10,4.7,5,3,1,0.85,73,7,2,3,0.77,66.5,13.5,2,3,0.77,66.5,13.5,3,2,0.85,72.5,7.5,2,2,0.09,13.5,66.5,2,1,0.09,43.5,36.5,2,3,0.01,7.5,72.5,3,2,0.09,13.5,66.5,1,19.55718,843.4111
1001,art2,artificial,,79,198,6,1,5,2,2,0.78,67.5,12.5,2,2,0.08,42.5,37.5,6,365,0.00303,0.015,0.667,10,4.7,5,3,1,0.85,73,7,2,3,0.77,66.5,13.5,2,3,0.77,66.5,13.5,3,2,0.85,72.5,7.5,2,2,0.09,13.5,66.5,2,1,0.09,43.5,36.5,2,3,0.01,7.5,72.5,3,2,0.09,13.5,66.5,5,8.60631,411.3686
1002,art2,artificial,,79,198,6,0,5,1,3,0,31,49,2,2,0.08,42.5,37.5,5,0,0.00248,0.0126,1,10,5.2,6,2,2,0.08,36.5,43.5,1,4,0,30.5,49.5,1,4,0,30.5,49.5,2,3,0.08,36.5,43.5,3,1,0.24,49.5,30.5,2,1,0.09,43.5,36.5,3,2,0.17,43.5,36.5,4,1,0.24,49.5,30.5,0.5,17.17219,507.3132
