name,graphName,type,version,totalNodes,totalEdges,communitySize,intra-degree,inter-degree,intra-degree_denseRank,intra-degree_reverseDenseRank,intra-degree_percentRank,intra-degree_averageRank,intra-degree_reverseAverageRank,inter-degree_denseRank,inter-degree_reverseDenseRank,inter-degree_percentRank,inter-degree_averageRank,inter-degree_reverseAverageRank,degree,betweenness,closeness,pageRank,transitivity,triangleCount,knn,eccentricity,degree_denseRank,degree_reverseDenseRank,degree_percentRank,degree_averageRank,degree_reverseAverageRank,betweenness_denseRank,betweenness_reverseDenseRank,betweenness_percentRank,betweenness_averageRank,betweenness_reverseAverageRank,closeness_denseRank,closeness_reverseDenseRank,closeness_percentRank,closeness_averageRank,closeness_reverseAverageRank,pageRank_denseRank,pageRank_reverseDenseRank,pageRank_percentRank,pageRank_averageRank,pageRank_reverseAverageRank,transitivity_denseRank,transitivity_reverseDenseRank,transitivity_percentRank,transitivity_averageRank,transitivity_reverseAverageRank,triangleCount_denseRank,triangleCount_reverseDenseRank,triangleCount_percentRank,triangleCount_averageRank,triangleCount_reverseAverageRank,knn_denseRank,knn_reverseDenseRank,knn_percentRank,knn_averageRank,knn_reverseAverageRank,eccentricity_denseRank,eccentricity_reverseDenseRank,eccentricity_percentRank,eccentricity_averageRank,eccentricity_reverseAverageRank,tau,sentinel,sentinelVar
0,dolphins,HCMStar,2,62,159,42,6,0,6,7,0.56,39.5,23.5,1,3,0,27,36,6,106.5,0.00592,0.0191,0.0667,1,6,5,6,7,0.56,38.5,24.5,38,14,0.77,48.5,14.5,38,9,0.77,48.5,14.5,38,20,0.67,42,21,5,18,0.51,33.5,29.5,2,7,0.46,33.5,29.5,12,18,0.41,27.5,35.5,2,3,0.03,15,48,0.5,5.58511,80.42663
0,dolphins,HCMStar,2,62,159,42,6,0,6,7,0.56,39.5,23.5,1,3,0,27,36,6,106.5,0.00592,0.0191,0.0667,1,6,5,6,7,0.56,38.5,24.5,38,14,0.77,48.5,14.5,38,9,0.77,48.5,14.5,38,20,0.67,42,21,5,18,0.51,33.5,29.5,2,7,0.46,33.5,29.5,12,18,0.41,27.5,35.5,2,3,0.03,15,48,1,2.49839,57.90696
0,dolphins,HCMStar,2,62,159,42,6,0,6,7,0.56,39.5,23.5,1,3,0,27,36,6,106.5,0.00592,0.0191,0.0667,1,6,5,6,7,0.56,38.5,24.5,38,14,0.77,48.5,14.5,38,9,0.77,48.5,14.5,38,20,0.67,42,21,5,18,0.51,33.5,29.5,2,7,0.46,33.5,29.5,12,18,0.41,27.5,35.5,2,3,0.03,15,48,5,0.36191,0.23479
1,dolphins,HCMStar,2,62,159,20,6,2,6,7,0.56,39.5,23.5,3,1,0.97,61,2,8,195.4,0.00581,0.0241,0.0714,2,5.5,5,8,5,0.8,51.5,11.5,47,5,0.93,58,5,36,11,0.74,46,17,46,12,0.82,51,12,6,17,0.57,36,27,3,6,0.62,44.5,18.5,8,22,0.3,19.5,43.5,2,3,0.03,15,48,0.5,9.29376,296.07214
1,dolphins,HCMStar,2,62,159,20,6,2,6,7,0.56,39.5,23.5,3,1,0.97,61,2,8,195.4,0.00581,0.0241,0.0714,2,5.5,5,8,5,0.8,51.5,11.5,47,5,0.93,58,5,36,11,0.74,46,17,46,12,0.82,51,12,6,17,0.57,36,27,3,6,0.62,44.5,18.5,8,22,0.3,19.5,43.5,2,3,0.03,15,48,1,3.4137,75.59121
1,dolphins,HCMStar,2,62,159,20,6,2,6,7,0.56,39.5,23.5,3,1,0.97,61,2,8,195.4,0.00581,0.0241,0.0714,2,5.5,5,8,5,0.8,51.5,11.5,47,5,0.93,58,5,36,11,0.74,46,17,46,12,0.82,51,12,6,17,0.57,36,27,3,6,0.62,44.5,18.5,8,22,0.3,19.5,43.5,2,3,0.03,15,48,5,0.30546,0.10842
10,dolphins,HCMStar,2,62,159,42,5,0,5,8,0.48,32,31,1,3,0,27,36,5,10.6,0.00503,0.0149,0.2,2,7,6,5,8,0.43,30.5,32.5,10,42,0.31,20,43,24,23,0.48,30,33,26,32,0.43,27.5,35.5,19,4,0.87,55.5,7.5,3,6,0.62,44.5,18.5,21,9,0.74,48,15,3,2,0.44,40.5,22.5,0.5,8.23934,194.17502
10,dolphins,HCMStar,2,62,159,42,5,0,5,8,0.48,32,31,1,3,0,27,36,5,10.6,0.00503,0.0149,0.2,2,7,6,5,8,0.43,30.5,32.5,10,42,0.31,20,43,24,23,0.48,30,33,26,32,0.43,27.5,35.5,19,4,0.87,55.5,7.5,3,6,0.62,44.5,18.5,21,9,0.74,48,15,3,2,0.44,40.5,22.5,1,2.45279,50.49001
10,dolphins,HCMStar,2,62,159,42,5,0,5,8,0.48,32,31,1,3,0,27,36,5,10.6,0.00503,0.0149,0.2,2,7,6,5,8,0.43,30.5,32.5,10,42,0.31,20,43,24,23,0.48,30,33,26,32,0.43,27.5,35.5,19,4,0.87,55.5,7.5,3,6,0.62,44.5,18.5,21,9,0.74,48,15,3,2,0.44,40.5,22.5,5,0.3163,0.08468
11,dolphins,HCMStar,2,62,159,42,1,0,1,12,0,5.5,57.5,1,3,0,27,36,1,0,0.00437,0.00513,0,0,6,6,1,12,0,5,58,1,51,0,6,57,7,40,0.11,8,55,4,54,0.05,4,59,1,22,0,14.5,48.5,1,8,0,14.5,48.5,12,18,0.41,27.5,35.5,3,2,0.44,40.5,22.5,0.5,11.4688,305.27451
11,dolphins,HCMStar,2,62,159,42,1,0,1,12,0,5.5,57.5,1,3,0,27,36,1,0,0.00437,0.00513,0,0,6,6,1,12,0,5,58,1,51,0,6,57,7,40,0.11,8,55,4,54,0.05,4,59,1,22,0,14.5,48.5,1,8,0,14.5,48.5,12,18,0.41,27.5,35.5,3,2,0.44,40.5,22.5,1,9.09314,259.20444
11,dolphins,HCMStar,2,62,159,42,1,0,1,12,0,5.5,57.5,1,3,0,27,36,1,0,0.00437,0.00513,0,0,6,6,1,12,0,5,58,1,51,0,6,57,7,40,0.11,8,55,4,54,0.05,4,59,1,22,0,14.5,48.5,1,8,0,14.5,48.5,12,18,0.41,27.5,35.5,3,2,0.44,40.5,22.5,5,2.87571,84.63277
12,dolphins,HCMStar,2,62,159,42,1,0,1,12,0,5.5,57.5,1,3,0,27,36,1,0,0.00439,0.00482,0,0,10,7,1,12,0,5,58,1,51,0,6,57,8,39,0.13,9,54,1,57,0,1,62,1,22,0,14.5,48.5,1,8,0,14.5,48.5,29,1,1,62,1,4,1,0.87,58,5,0.5,12.85633,299.50733
12,dolphins,HCMStar,2,62,159,42,1,0,1,12,0,5.5,57.5,1,3,0,27,36,1,0,0.00439,0.00482,0,0,10,7,1,12,0,5,58,1,51,0,6,57,8,39,0.13,9,54,1,57,0,1,62,1,22,0,14.5,48.5,1,8,0,14.5,48.5,29,1,1,62,1,4,1,0.87,58,5,1,9.00277,290.66393
12,dolphins,HCMStar,2,62,159,42,1,0,1,12,0,5.5,57.5,1,3,0,27,36,1,0,0.00439,0.00482,0,0,10,7,1,12,0,5,58,1,51,0,6,57,8,39,0.13,9,54,1,57,0,1,62,1,22,0,14.5,48.5,1,8,0,14.5,48.5,29,1,1,62,1,4,1,0.87,58,5,5,3.90577,174.13497
