name,graphName,type,version,totalNodes,totalEdges,communitySize,intra-degree,inter-degree,intra-degree_denseRank,intra-degree_reverseDenseRank,intra-degree_percentRank,intra-degree_averageRank,intra-degree_reverseAverageRank,inter-degree_denseRank,inter-degree_reverseDenseRank,inter-degree_percentRank,inter-degree_averageRank,inter-degree_reverseAverageRank,degree,betweenness,closeness,pageRank,transitivity,triangleCount,knn,eccentricity,degree_denseRank,degree_reverseDenseRank,degree_percentRank,degree_averageRank,degree_reverseAverageRank,betweenness_denseRank,betweenness_reverseDenseRank,betweenness_percentRank,betweenness_averageRank,betweenness_reverseAverageRank,closeness_denseRank,closeness_reverseDenseRank,closeness_percentRank,closeness_averageRank,closeness_reverseAverageRank,pageRank_denseRank,pageRank_reverseDenseRank,pageRank_percentRank,pageRank_averageRank,pageRank_reverseAverageRank,transitivity_denseRank,transitivity_reverseDenseRank,transitivity_percentRank,transitivity_averageRank,transitivity_reverseAverageRank,triangleCount_denseRank,triangleCount_reverseDenseRank,triangleCount_percentRank,triangleCount_averageRank,triangleCount_reverseAverageRank,knn_denseRank,knn_reverseDenseRank,knn_percentRank,knn_averageRank,knn_reverseAverageRank,eccentricity_denseRank,eccentricity_reverseDenseRank,eccentricity_percentRank,eccentricity_averageRank,eccentricity_reverseAverageRank,tau,sentinel,sentinelVar
0,art9,artificial,,65,107,7,0,6,1,3,0,24,42,6,1,0.89,61.5,4.5,6,1700,0.00546,0.0289,0,0,3,4,6,2,0.88,60.5,5.5,19,1,1,65,1,25,1,1,65,1,24,2,0.98,64,2,1,5,0,21.5,44.5,1,4,0,21.5,44.5,6,12,0.25,24.5,41.5,1,5,0,1,65,0.5,7.70753,258.84315
0,art9,artificial,,65,107,7,0,6,1,3,0,24,42,6,1,0.89,61.5,4.5,6,1700,0.00546,0.0289,0,0,3,4,6,2,0.88,60.5,5.5,19,1,1,65,1,25,1,1,65,1,24,2,0.98,64,2,1,5,0,21.5,44.5,1,4,0,21.5,44.5,6,12,0.25,24.5,41.5,1,5,0,1,65,1,5.73668,128.59883
0,art9,artificial,,65,107,7,0,6,1,3,0,24,42,6,1,0.89,61.5,4.5,6,1700,0.00546,0.0289,0,0,3,4,6,2,0.88,60.5,5.5,19,1,1,65,1,25,1,1,65,1,24,2,0.98,64,2,1,5,0,21.5,44.5,1,4,0,21.5,44.5,6,12,0.25,24.5,41.5,1,5,0,1,65,5,2.29521,60.78722
1,art9,artificial,,65,107,7,2,1,3,1,0.92,62.5,3.5,1,6,0,10,56,3,464,0.00435,0.0185,0,0,3.3,5,3,5,0.36,32,34,14,6,0.91,59.5,6.5,20,6,0.91,59.5,6.5,19,7,0.86,56.5,9.5,1,5,0,21.5,44.5,1,4,0,21.5,44.5,7,11,0.5,33.5,32.5,2,4,0.02,4.5,61.5,0.5,19.13444,748.80785
1,art9,artificial,,65,107,7,2,1,3,1,0.92,62.5,3.5,1,6,0,10,56,3,464,0.00435,0.0185,0,0,3.3,5,3,5,0.36,32,34,14,6,0.91,59.5,6.5,20,6,0.91,59.5,6.5,19,7,0.86,56.5,9.5,1,5,0,21.5,44.5,1,4,0,21.5,44.5,7,11,0.5,33.5,32.5,2,4,0.02,4.5,61.5,1,16.18635,615.29414
1,art9,artificial,,65,107,7,2,1,3,1,0.92,62.5,3.5,1,6,0,10,56,3,464,0.00435,0.0185,0,0,3.3,5,3,5,0.36,32,34,14,6,0.91,59.5,6.5,20,6,0.91,59.5,6.5,19,7,0.86,56.5,9.5,1,5,0,21.5,44.5,1,4,0,21.5,44.5,7,11,0.5,33.5,32.5,2,4,0.02,4.5,61.5,5,5.50415,185.72409
1001,art9,artificial,,65,107,5,1,4,2,2,0.73,53.5,12.5,4,3,0.62,46,20,5,240,0.00361,0.0184,0.6,6,3.8,6,5,3,0.77,53,13,10,10,0.8,53,13,18,8,0.86,56.5,9.5,18,8,0.81,54,12,2,4,0.66,43.5,22.5,2,3,0.66,47.5,18.5,9,9,0.55,36.5,29.5,3,3,0.11,13.5,52.5,0.5,13.03768,439.96089
1001,art9,artificial,,65,107,5,1,4,2,2,0.73,53.5,12.5,4,3,0.62,46,20,5,240,0.00361,0.0184,0.6,6,3.8,6,5,3,0.77,53,13,10,10,0.8,53,13,18,8,0.86,56.5,9.5,18,8,0.81,54,12,2,4,0.66,43.5,22.5,2,3,0.66,47.5,18.5,9,9,0.55,36.5,29.5,3,3,0.11,13.5,52.5,1,11.32093,331.28218
1001,art9,artificial,,65,107,5,1,4,2,2,0.73,53.5,12.5,4,3,0.62,46,20,5,240,0.00361,0.0184,0.6,6,3.8,6,5,3,0.77,53,13,10,10,0.8,53,13,18,8,0.86,56.5,9.5,18,8,0.81,54,12,2,4,0.66,43.5,22.5,2,3,0.66,47.5,18.5,9,9,0.55,36.5,29.5,3,3,0.11,13.5,52.5,5,5.82144,224.51522
1002,art9,artificial,,65,107,5,0,4,1,3,0,24,42,4,3,0.62,46,20,4,0,0.00297,0.015,1,6,4.2,7,4,4,0.62,45,21,1,19,0,14.5,51.5,10,16,0.48,33.5,32.5,10,16,0.39,27.5,38.5,5,1,0.72,56,10,2,3,0.66,47.5,18.5,11,7,0.66,46.5,19.5,4,2,0.3,35,31,0.5,12.81586,394.74474
1002,art9,artificial,,65,107,5,0,4,1,3,0,24,42,4,3,0.62,46,20,4,0,0.00297,0.015,1,6,4.2,7,4,4,0.62,45,21,1,19,0,14.5,51.5,10,16,0.48,33.5,32.5,10,16,0.39,27.5,38.5,5,1,0.72,56,10,2,3,0.66,47.5,18.5,11,7,0.66,46.5,19.5,4,2,0.3,35,31,1,12.33919,380.59114
1002,art9,artificial,,65,107,5,0,4,1,3,0,24,42,4,3,0.62,46,20,4,0,0.00297,0.015,1,6,4.2,7,4,4,0.62,45,21,1,19,0,14.5,51.5,10,16,0.48,33.5,32.5,10,16,0.39,27.5,38.5,5,1,0.72,56,10,2,3,0.66,47.5,18.5,11,7,0.66,46.5,19.5,4,2,0.3,35,31,5,5.69098,166.86456
1003,art9,artificial,,65,107,5,0,4,1,3,0,24,42,4,3,0.62,46,20,4,0,0.00297,0.015,1,6,4.2,7,4,4,0.62,45,21,1,19,0,14.5,51.5,10,16,0.48,33.5,32.5,10,16,0.39,27.5,38.5,5,1,0.72,56,10,2,3,0.66,47.5,18.5,11,7,0.66,46.5,19.5,4,2,0.3,35,31,0.5,14.38789,476.95923
1003,art9,artificial,,65,107,5,0,4,1,3,0,24,42,4,3,0.62,46,20,4,0,0.00297,0.015,1,6,4.2,7,4,4,0.62,45,21,1,19,0,14.5,51.5,10,16,0.48,33.5,32.5,10,16,0.39,27.5,38.5,5,1,0.72,56,10,2,3,0.66,47.5,18.5,11,7,0.66,46.5,19.5,4,2,0.3,35,31,1,13.3329,462.75921
1003,art9,artificial,,65,107,5,0,4,1,3,0,24,42,4,3,0.62,46,20,4,0,0.00297,0.015,1,6,4.2,7,4,4,0.62,45,21,1,19,0,14.5,51.5,10,16,0.48,33.5,32.5,10,16,0.39,27.5,38.5,5,1,0.72,56,10,2,3,0.66,47.5,18.5,11,7,0.66,46.5,19.5,4,2,0.3,35,31,5,5.96806,270.7344
1004,art9,artificial,,65,107,5,0,4,1,3,0,24,42,4,3,0.62,46,20,4,0,0.00297,0.015,1,6,4.2,7,4,4,0.62,45,21,1,19,0,14.5,51.5,10,16,0.48,33.5,32.5,10,16,0.39,27.5,38.5,5,1,0.72,56,10,2,3,0.66,47.5,18.5,11,7,0.66,46.5,19.5,4,2,0.3,35,31,0.5,12.99217,396.7896
1004,art9,artificial,,65,107,5,0,4,1,3,0,24,42,4,3,0.62,46,20,4,0,0.00297,0.015,1,6,4.2,7,4,4,0.62,45,21,1,19,0,14.5,51.5,10,16,0.48,33.5,32.5,10,16,0.39,27.5,38.5,5,1,0.72,56,10,2,3,0.66,47.5,18.5,11,7,0.66,46.5,19.5,4,2,0.3,35,31,1,12.80101,426.33277
1004,art9,artificial,,65,107,5,0,4,1,3,0,24,42,4,3,0.62,46,20,4,0,0.00297,0.015,1,6,4.2,7,4,4,0.62,45,21,1,19,0,14.5,51.5,10,16,0.48,33.5,32.5,10,16,0.39,27.5,38.5,5,1,0.72,56,10,2,3,0.66,47.5,18.5,11,7,0.66,46.5,19.5,4,2,0.3,35,31,5,5.64657,178.98407
1005,art9,artificial,,65,107,5,0,4,1,3,0,24,42,4,3,0.62,46,20,4,0,0.00297,0.015,1,6,4.2,7,4,4,0.62,45,21,1,19,0,14.5,51.5,10,16,0.48,33.5,32.5,10,16,0.39,27.5,38.5,5,1,0.72,56,10,2,3,0.66,47.5,18.5,11,7,0.66,46.5,19.5,4,2,0.3,35,31,0.5,29.96704,1871.87385
1005,art9,artificial,,65,107,5,0,4,1,3,0,24,42,4,3,0.62,46,20,4,0,0.00297,0.015,1,6,4.2,7,4,4,0.62,45,21,1,19,0,14.5,51.5,10,16,0.48,33.5,32.5,10,16,0.39,27.5,38.5,5,1,0.72,56,10,2,3,0.66,47.5,18.5,11,7,0.66,46.5,19.5,4,2,0.3,35,31,1,24.92452,1144.18436
1005,art9,artificial,,65,107,5,0,4,1,3,0,24,42,4,3,0.62,46,20,4,0,0.00297,0.015,1,6,4.2,7,4,4,0.62,45,21,1,19,0,14.5,51.5,10,16,0.48,33.5,32.5,10,16,0.39,27.5,38.5,5,1,0.72,56,10,2,3,0.66,47.5,18.5,11,7,0.66,46.5,19.5,4,2,0.3,35,31,5,13.82862,1222.8975
101,art9,artificial,,65,107,4,0,3,1,3,0,24,42,3,4,0.52,37,29,3,125,0.00289,0.0237,0,0,1.3,7,3,5,0.36,32,34,6,14,0.66,44,22,6,20,0.3,20.5,45.5,23,3,0.94,62,4,1,5,0,21.5,44.5,1,4,0,21.5,44.5,2,16,0.02,3,63,4,2,0.3,35,31,0.5,8.09581,271.64338
101,art9,artificial,,65,107,4,0,3,1,3,0,24,42,3,4,0.52,37,29,3,125,0.00289,0.0237,0,0,1.3,7,3,5,0.36,32,34,6,14,0.66,44,22,6,20,0.3,20.5,45.5,23,3,0.94,62,4,1,5,0,21.5,44.5,1,4,0,21.5,44.5,2,16,0.02,3,63,4,2,0.3,35,31,1,7.60457,229.13867
101,art9,artificial,,65,107,4,0,3,1,3,0,24,42,3,4,0.52,37,29,3,125,0.00289,0.0237,0,0,1.3,7,3,5,0.36,32,34,6,14,0.66,44,22,6,20,0.3,20.5,45.5,23,3,0.94,62,4,1,5,0,21.5,44.5,1,4,0,21.5,44.5,2,16,0.02,3,63,4,2,0.3,35,31,5,6.972,350.7319
102,art9,artificial,,65,107,4,1,1,2,2,0.73,53.5,12.5,1,6,0,10,56,2,183,0.00348,0.0143,0,0,3,6,2,6,0.14,16.5,49.5,7,13,0.7,47,19,13,13,0.72,48.5,17.5,9,17,0.34,24,42,1,5,0,21.5,44.5,1,4,0,21.5,44.5,6,12,0.25,24.5,41.5,3,3,0.11,13.5,52.5,0.5,8.73249,343.45337
102,art9,artificial,,65,107,4,1,1,2,2,0.73,53.5,12.5,1,6,0,10,56,2,183,0.00348,0.0143,0,0,3,6,2,6,0.14,16.5,49.5,7,13,0.7,47,19,13,13,0.72,48.5,17.5,9,17,0.34,24,42,1,5,0,21.5,44.5,1,4,0,21.5,44.5,6,12,0.25,24.5,41.5,3,3,0.11,13.5,52.5,1,8.02692,235.07644
102,art9,artificial,,65,107,4,1,1,2,2,0.73,53.5,12.5,1,6,0,10,56,2,183,0.00348,0.0143,0,0,3,6,2,6,0.14,16.5,49.5,7,13,0.7,47,19,13,13,0.72,48.5,17.5,9,17,0.34,24,42,1,5,0,21.5,44.5,1,4,0,21.5,44.5,6,12,0.25,24.5,41.5,3,3,0.11,13.5,52.5,5,3.33038,86.28807
103,art9,artificial,,65,107,4,0,1,1,3,0,24,42,1,6,0,10,56,1,0,0.00244,0.00903,0,0,3,8,1,7,0,5,61,1,19,0,14.5,51.5,1,25,0,3.5,62.5,2,24,0.05,6.5,59.5,1,5,0,21.5,44.5,1,4,0,21.5,44.5,6,12,0.25,24.5,41.5,5,1,0.78,58,8,0.5,21.44522,848.34943
103,art9,artificial,,65,107,4,0,1,1,3,0,24,42,1,6,0,10,56,1,0,0.00244,0.00903,0,0,3,8,1,7,0,5,61,1,19,0,14.5,51.5,1,25,0,3.5,62.5,2,24,0.05,6.5,59.5,1,5,0,21.5,44.5,1,4,0,21.5,44.5,6,12,0.25,24.5,41.5,5,1,0.78,58,8,1,21.31316,771.06204
103,art9,artificial,,65,107,4,0,1,1,3,0,24,42,1,6,0,10,56,1,0,0.00244,0.00903,0,0,3,8,1,7,0,5,61,1,19,0,14.5,51.5,1,25,0,3.5,62.5,2,24,0.05,6.5,59.5,1,5,0,21.5,44.5,1,4,0,21.5,44.5,6,12,0.25,24.5,41.5,5,1,0.78,58,8,5,12.12886,524.82857
104,art9,artificial,,65,107,4,0,1,1,3,0,24,42,1,6,0,10,56,1,0,0.00244,0.00903,0,0,3,8,1,7,0,5,61,1,19,0,14.5,51.5,1,25,0,3.5,62.5,2,24,0.05,6.5,59.5,1,5,0,21.5,44.5,1,4,0,21.5,44.5,6,12,0.25,24.5,41.5,5,1,0.78,58,8,0.5,23.20865,1044.677
104,art9,artificial,,65,107,4,0,1,1,3,0,24,42,1,6,0,10,56,1,0,0.00244,0.00903,0,0,3,8,1,7,0,5,61,1,19,0,14.5,51.5,1,25,0,3.5,62.5,2,24,0.05,6.5,59.5,1,5,0,21.5,44.5,1,4,0,21.5,44.5,6,12,0.25,24.5,41.5,5,1,0.78,58,8,1,21.73347,759.72695
104,art9,artificial,,65,107,4,0,1,1,3,0,24,42,1,6,0,10,56,1,0,0.00244,0.00903,0,0,3,8,1,7,0,5,61,1,19,0,14.5,51.5,1,25,0,3.5,62.5,2,24,0.05,6.5,59.5,1,5,0,21.5,44.5,1,4,0,21.5,44.5,6,12,0.25,24.5,41.5,5,1,0.78,58,8,5,12.91963,640.5959
1101,art9,artificial,,65,107,5,1,4,2,2,0.73,53.5,12.5,4,3,0.62,46,20,5,240,0.00358,0.0186,0.6,6,3.8,6,5,3,0.77,53,13,10,10,0.8,53,13,17,9,0.84,55,11,20,6,0.89,58,8,2,4,0.66,43.5,22.5,2,3,0.66,47.5,18.5,9,9,0.55,36.5,29.5,3,3,0.11,13.5,52.5,0.5,15.21162,550.70278
1101,art9,artificial,,65,107,5,1,4,2,2,0.73,53.5,12.5,4,3,0.62,46,20,5,240,0.00358,0.0186,0.6,6,3.8,6,5,3,0.77,53,13,10,10,0.8,53,13,17,9,0.84,55,11,20,6,0.89,58,8,2,4,0.66,43.5,22.5,2,3,0.66,47.5,18.5,9,9,0.55,36.5,29.5,3,3,0.11,13.5,52.5,1,14.79716,519.53635
1101,art9,artificial,,65,107,5,1,4,2,2,0.73,53.5,12.5,4,3,0.62,46,20,5,240,0.00358,0.0186,0.6,6,3.8,6,5,3,0.77,53,13,10,10,0.8,53,13,17,9,0.84,55,11,20,6,0.89,58,8,2,4,0.66,43.5,22.5,2,3,0.66,47.5,18.5,9,9,0.55,36.5,29.5,3,3,0.11,13.5,52.5,5,5.43356,151.55443
1102,art9,artificial,,65,107,5,0,4,1,3,0,24,42,4,3,0.62,46,20,4,0,0.00295,0.0151,1,6,4.2,7,4,4,0.62,45,21,1,19,0,14.5,51.5,9,17,0.42,29.5,36.5,11,15,0.45,31.5,34.5,5,1,0.72,56,10,2,3,0.66,47.5,18.5,11,7,0.66,46.5,19.5,4,2,0.3,35,31,0.5,14.30495,446.07094
1102,art9,artificial,,65,107,5,0,4,1,3,0,24,42,4,3,0.62,46,20,4,0,0.00295,0.0151,1,6,4.2,7,4,4,0.62,45,21,1,19,0,14.5,51.5,9,17,0.42,29.5,36.5,11,15,0.45,31.5,34.5,5,1,0.72,56,10,2,3,0.66,47.5,18.5,11,7,0.66,46.5,19.5,4,2,0.3,35,31,1,16.31597,551.4729
1102,art9,artificial,,65,107,5,0,4,1,3,0,24,42,4,3,0.62,46,20,4,0,0.00295,0.0151,1,6,4.2,7,4,4,0.62,45,21,1,19,0,14.5,51.5,9,17,0.42,29.5,36.5,11,15,0.45,31.5,34.5,5,1,0.72,56,10,2,3,0.66,47.5,18.5,11,7,0.66,46.5,19.5,4,2,0.3,35,31,5,5.44309,138.78047
1103,art9,artificial,,65,107,5,0,4,1,3,0,24,42,4,3,0.62,46,20,4,0,0.00295,0.0151,1,6,4.2,7,4,4,0.62,45,21,1,19,0,14.5,51.5,9,17,0.42,29.5,36.5,11,15,0.45,31.5,34.5,5,1,0.72,56,10,2,3,0.66,47.5,18.5,11,7,0.66,46.5,19.5,4,2,0.3,35,31,0.5,15.21529,618.40077
1103,art9,artificial,,65,107,5,0,4,1,3,0,24,42,4,3,0.62,46,20,4,0,0.00295,0.0151,1,6,4.2,7,4,4,0.62,45,21,1,19,0,14.5,51.5,9,17,0.42,29.5,36.5,11,15,0.45,31.5,34.5,5,1,0.72,56,10,2,3,0.66,47.5,18.5,11,7,0.66,46.5,19.5,4,2,0.3,35,31,1,14.94844,478.64653
1103,art9,artificial,,65,107,5,0,4,1,3,0,24,42,4,3,0.62,46,20,4,0,0.00295,0.0151,1,6,4.2,7,4,4,0.62,45,21,1,19,0,14.5,51.5,9,17,0.42,29.5,36.5,11,15,0.45,31.5,34.5,5,1,0.72,56,10,2,3,0.66,47.5,18.5,11,7,0.66,46.5,19.5,4,2,0.3,35,31,5,5.87407,177.94111
1104,art9,artificial,,65,107,5,0,4,1,3,0,24,42,4,3,0.62,46,20,4,0,0.00295,0.0151,1,6,4.2,7,4,4,0.62,45,21,1,19,0,14.5,51.5,9,17,0.42,29.5,36.5,11,15,0.45,31.5,34.5,5,1,0.72,56,10,2,3,0.66,47.5,18.5,11,7,0.66,46.5,19.5,4,2,0.3,35,31,0.5,15.26079,548.72316
1104,art9,artificial,,65,107,5,0,4,1,3,0,24,42,4,3,0.62,46,20,4,0,0.00295,0.0151,1,6,4.2,7,4,4,0.62,45,21,1,19,0,14.5,51.5,9,17,0.42,29.5,36.5,11,15,0.45,31.5,34.5,5,1,0.72,56,10,2,3,0.66,47.5,18.5,11,7,0.66,46.5,19.5,4,2,0.3,35,31,1,14.58753,488.89848
1104,art9,artificial,,65,107,5,0,4,1,3,0,24,42,4,3,0.62,46,20,4,0,0.00295,0.0151,1,6,4.2,7,4,4,0.62,45,21,1,19,0,14.5,51.5,9,17,0.42,29.5,36.5,11,15,0.45,31.5,34.5,5,1,0.72,56,10,2,3,0.66,47.5,18.5,11,7,0.66,46.5,19.5,4,2,0.3,35,31,5,5.99955,202.45113
1105,art9,artificial,,65,107,5,0,4,1,3,0,24,42,4,3,0.62,46,20,4,0,0.00295,0.0151,1,6,4.2,7,4,4,0.62,45,21,1,19,0,14.5,51.5,9,17,0.42,29.5,36.5,11,15,0.45,31.5,34.5,5,1,0.72,56,10,2,3,0.66,47.5,18.5,11,7,0.66,46.5,19.5,4,2,0.3,35,31,0.5,31.71249,2052.85569
1105,art9,artificial,,65,107,5,0,4,1,3,0,24,42,4,3,0.62,46,20,4,0,0.00295,0.0151,1,6,4.2,7,4,4,0.62,45,21,1,19,0,14.5,51.5,9,17,0.42,29.5,36.5,11,15,0.45,31.5,34.5,5,1,0.72,56,10,2,3,0.66,47.5,18.5,11,7,0.66,46.5,19.5,4,2,0.3,35,31,1,26.80702,1292.70029
1105,art9,artificial,,65,107,5,0,4,1,3,0,24,42,4,3,0.62,46,20,4,0,0.00295,0.0151,1,6,4.2,7,4,4,0.62,45,21,1,19,0,14.5,51.5,9,17,0.42,29.5,36.5,11,15,0.45,31.5,34.5,5,1,0.72,56,10,2,3,0.66,47.5,18.5,11,7,0.66,46.5,19.5,4,2,0.3,35,31,5,13.45272,1049.87497
1201,art9,artificial,,65,107,6,1,5,2,2,0.73,53.5,12.5,5,2,0.8,54.5,11.5,6,295,0.00361,0.0191,0.667,10,4.7,6,6,2,0.88,60.5,5.5,12,8,0.88,57,9,18,8,0.86,56.5,9.5,21,5,0.91,59,7,3,3,0.69,45,21,3,2,0.81,55.5,10.5,12,6,0.78,51,15,3,3,0.11,13.5,52.5,0.5,15.54098,549.12182
1201,art9,artificial,,65,107,6,1,5,2,2,0.73,53.5,12.5,5,2,0.8,54.5,11.5,6,295,0.00361,0.0191,0.667,10,4.7,6,6,2,0.88,60.5,5.5,12,8,0.88,57,9,18,8,0.86,56.5,9.5,21,5,0.91,59,7,3,3,0.69,45,21,3,2,0.81,55.5,10.5,12,6,0.78,51,15,3,3,0.11,13.5,52.5,1,14.87279,512.54101
1201,art9,artificial,,65,107,6,1,5,2,2,0.73,53.5,12.5,5,2,0.8,54.5,11.5,6,295,0.00361,0.0191,0.667,10,4.7,6,6,2,0.88,60.5,5.5,12,8,0.88,57,9,18,8,0.86,56.5,9.5,21,5,0.91,59,7,3,3,0.69,45,21,3,2,0.81,55.5,10.5,12,6,0.78,51,15,3,3,0.11,13.5,52.5,5,6.27684,239.10512
1202,art9,artificial,,65,107,6,0,5,1,3,0,24,42,5,2,0.8,54.5,11.5,5,0,0.00298,0.0157,1,10,5.2,7,5,3,0.77,53,13,1,19,0,14.5,51.5,11,15,0.55,38,28,12,14,0.52,36,30,5,1,0.72,56,10,3,2,0.81,55.5,10.5,13,5,0.8,54,12,4,2,0.3,35,31,0.5,14.11531,461.80375
