name,graphName,type,version,totalNodes,totalEdges,communitySize,intra-degree,inter-degree,intra-degree_denseRank,intra-degree_reverseDenseRank,intra-degree_percentRank,intra-degree_averageRank,intra-degree_reverseAverageRank,inter-degree_denseRank,inter-degree_reverseDenseRank,inter-degree_percentRank,inter-degree_averageRank,inter-degree_reverseAverageRank,degree,betweenness,closeness,pageRank,transitivity,triangleCount,knn,eccentricity,degree_denseRank,degree_reverseDenseRank,degree_percentRank,degree_averageRank,degree_reverseAverageRank,betweenness_denseRank,betweenness_reverseDenseRank,betweenness_percentRank,betweenness_averageRank,betweenness_reverseAverageRank,closeness_denseRank,closeness_reverseDenseRank,closeness_percentRank,closeness_averageRank,closeness_reverseAverageRank,pageRank_denseRank,pageRank_reverseDenseRank,pageRank_percentRank,pageRank_averageRank,pageRank_reverseAverageRank,transitivity_denseRank,transitivity_reverseDenseRank,transitivity_percentRank,transitivity_averageRank,transitivity_reverseAverageRank,triangleCount_denseRank,triangleCount_reverseDenseRank,triangleCount_percentRank,triangleCount_averageRank,triangleCount_reverseAverageRank,knn_denseRank,knn_reverseDenseRank,knn_percentRank,knn_averageRank,knn_reverseAverageRank,eccentricity_denseRank,eccentricity_reverseDenseRank,eccentricity_percentRank,eccentricity_averageRank,eccentricity_reverseAverageRank,tau,sentinel,sentinelVar
0,art5,artificial,,85,246,7,0,6,1,3,0,34,52,3,2,0.43,37,49,6,2940,0.00439,0.0148,0,0,3,3,4,3,0.43,37,49,5,1,1,85,1,6,1,1,85,1,6,1,1,85,1,1,4,0,4,82,1,3,0,4,82,1,6,0,1,85,1,4,0,1,85,0.5,10.80837,414.62488
0,art5,artificial,,85,246,7,0,6,1,3,0,34,52,3,2,0.43,37,49,6,2940,0.00439,0.0148,0,0,3,3,4,3,0.43,37,49,5,1,1,85,1,6,1,1,85,1,6,1,1,85,1,1,4,0,4,82,1,3,0,4,82,1,6,0,1,85,1,4,0,1,85,1,10.04058,520.53234
0,art5,artificial,,85,246,7,0,6,1,3,0,34,52,3,2,0.43,37,49,6,2940,0.00439,0.0148,0,0,3,3,4,3,0.43,37,49,5,1,1,85,1,6,1,1,85,1,6,1,1,85,1,1,4,0,4,82,1,3,0,4,82,1,6,0,1,85,1,4,0,1,85,5,4.48195,311.13923
1,art5,artificial,,85,246,7,2,1,3,1,0.94,82.5,3.5,1,4,0,3.5,82.5,3,963,0.00351,0.00764,0,0,6.3,4,1,6,0,3.5,82.5,4,2,0.93,81.5,4.5,5,2,0.93,81.5,4.5,1,6,0,3.5,82.5,1,4,0,4,82,1,3,0,4,82,4,3,0.37,34.5,51.5,2,3,0.01,4.5,81.5,0.5,31.36486,1937.02038
1,art5,artificial,,85,246,7,2,1,3,1,0.94,82.5,3.5,1,4,0,3.5,82.5,3,963,0.00351,0.00764,0,0,6.3,4,1,6,0,3.5,82.5,4,2,0.93,81.5,4.5,5,2,0.93,81.5,4.5,1,6,0,3.5,82.5,1,4,0,4,82,1,3,0,4,82,4,3,0.37,34.5,51.5,2,3,0.01,4.5,81.5,1,26.71388,1529.70484
1,art5,artificial,,85,246,7,2,1,3,1,0.94,82.5,3.5,1,4,0,3.5,82.5,3,963,0.00351,0.00764,0,0,6.3,4,1,6,0,3.5,82.5,4,2,0.93,81.5,4.5,5,2,0.93,81.5,4.5,1,6,0,3.5,82.5,1,4,0,4,82,1,3,0,4,82,4,3,0.37,34.5,51.5,2,3,0.01,4.5,81.5,5,11.5225,737.34699
1001,art5,artificial,,85,246,8,1,7,2,2,0.8,73.5,12.5,4,1,0.44,61.5,24.5,8,539,0.00282,0.0142,0.75,21,6.5,5,6,1,0.94,82.5,3.5,3,3,0.86,75.5,10.5,4,3,0.86,75.5,10.5,5,2,0.93,81.5,4.5,3,2,0.15,16.5,69.5,3,1,0.44,61.5,24.5,5,2,0.44,40.5,45.5,3,2,0.08,13.5,72.5,0.5,20.60227,1102.86071
1001,art5,artificial,,85,246,8,1,7,2,2,0.8,73.5,12.5,4,1,0.44,61.5,24.5,8,539,0.00282,0.0142,0.75,21,6.5,5,6,1,0.94,82.5,3.5,3,3,0.86,75.5,10.5,4,3,0.86,75.5,10.5,5,2,0.93,81.5,4.5,3,2,0.15,16.5,69.5,3,1,0.44,61.5,24.5,5,2,0.44,40.5,45.5,3,2,0.08,13.5,72.5,1,21.13273,1207.51181
1001,art5,artificial,,85,246,8,1,7,2,2,0.8,73.5,12.5,4,1,0.44,61.5,24.5,8,539,0.00282,0.0142,0.75,21,6.5,5,6,1,0.94,82.5,3.5,3,3,0.86,75.5,10.5,4,3,0.86,75.5,10.5,5,2,0.93,81.5,4.5,3,2,0.15,16.5,69.5,3,1,0.44,61.5,24.5,5,2,0.44,40.5,45.5,3,2,0.08,13.5,72.5,5,10.73977,546.74316
1002,art5,artificial,,85,246,8,0,7,1,3,0,34,52,4,1,0.44,61.5,24.5,7,0,0.00232,0.012,1,21,7.1,6,5,2,0.44,58.5,27.5,1,5,0,33.5,52.5,2,5,0.29,45.5,40.5,3,4,0.36,51.5,34.5,4,1,0.23,52.5,33.5,3,1,0.44,61.5,24.5,6,1,0.51,64.5,21.5,4,1,0.23,52.5,33.5,0.5,20.94854,1033.40549
1002,art5,artificial,,85,246,8,0,7,1,3,0,34,52,4,1,0.44,61.5,24.5,7,0,0.00232,0.012,1,21,7.1,6,5,2,0.44,58.5,27.5,1,5,0,33.5,52.5,2,5,0.29,45.5,40.5,3,4,0.36,51.5,34.5,4,1,0.23,52.5,33.5,3,1,0.44,61.5,24.5,6,1,0.51,64.5,21.5,4,1,0.23,52.5,33.5,1,22.03739,1117.8538
1002,art5,artificial,,85,246,8,0,7,1,3,0,34,52,4,1,0.44,61.5,24.5,7,0,0.00232,0.012,1,21,7.1,6,5,2,0.44,58.5,27.5,1,5,0,33.5,52.5,2,5,0.29,45.5,40.5,3,4,0.36,51.5,34.5,4,1,0.23,52.5,33.5,3,1,0.44,61.5,24.5,6,1,0.51,64.5,21.5,4,1,0.23,52.5,33.5,5,11.50598,589.59825
1003,art5,artificial,,85,246,8,0,7,1,3,0,34,52,4,1,0.44,61.5,24.5,7,0,0.00232,0.012,1,21,7.1,6,5,2,0.44,58.5,27.5,1,5,0,33.5,52.5,2,5,0.29,45.5,40.5,3,4,0.36,51.5,34.5,4,1,0.23,52.5,33.5,3,1,0.44,61.5,24.5,6,1,0.51,64.5,21.5,4,1,0.23,52.5,33.5,0.5,20.88418,1108.08654
1003,art5,artificial,,85,246,8,0,7,1,3,0,34,52,4,1,0.44,61.5,24.5,7,0,0.00232,0.012,1,21,7.1,6,5,2,0.44,58.5,27.5,1,5,0,33.5,52.5,2,5,0.29,45.5,40.5,3,4,0.36,51.5,34.5,4,1,0.23,52.5,33.5,3,1,0.44,61.5,24.5,6,1,0.51,64.5,21.5,4,1,0.23,52.5,33.5,1,20.38027,1041.69368
1003,art5,artificial,,85,246,8,0,7,1,3,0,34,52,4,1,0.44,61.5,24.5,7,0,0.00232,0.012,1,21,7.1,6,5,2,0.44,58.5,27.5,1,5,0,33.5,52.5,2,5,0.29,45.5,40.5,3,4,0.36,51.5,34.5,4,1,0.23,52.5,33.5,3,1,0.44,61.5,24.5,6,1,0.51,64.5,21.5,4,1,0.23,52.5,33.5,5,10.37652,508.20363
1004,art5,artificial,,85,246,8,0,7,1,3,0,34,52,4,1,0.44,61.5,24.5,7,0,0.00232,0.012,1,21,7.1,6,5,2,0.44,58.5,27.5,1,5,0,33.5,52.5,2,5,0.29,45.5,40.5,3,4,0.36,51.5,34.5,4,1,0.23,52.5,33.5,3,1,0.44,61.5,24.5,6,1,0.51,64.5,21.5,4,1,0.23,52.5,33.5,0.5,19.2506,934.05864
1004,art5,artificial,,85,246,8,0,7,1,3,0,34,52,4,1,0.44,61.5,24.5,7,0,0.00232,0.012,1,21,7.1,6,5,2,0.44,58.5,27.5,1,5,0,33.5,52.5,2,5,0.29,45.5,40.5,3,4,0.36,51.5,34.5,4,1,0.23,52.5,33.5,3,1,0.44,61.5,24.5,6,1,0.51,64.5,21.5,4,1,0.23,52.5,33.5,1,21.09687,1034.63859
1004,art5,artificial,,85,246,8,0,7,1,3,0,34,52,4,1,0.44,61.5,24.5,7,0,0.00232,0.012,1,21,7.1,6,5,2,0.44,58.5,27.5,1,5,0,33.5,52.5,2,5,0.29,45.5,40.5,3,4,0.36,51.5,34.5,4,1,0.23,52.5,33.5,3,1,0.44,61.5,24.5,6,1,0.51,64.5,21.5,4,1,0.23,52.5,33.5,5,12.12159,693.26964
1005,art5,artificial,,85,246,8,0,7,1,3,0,34,52,4,1,0.44,61.5,24.5,7,0,0.00232,0.012,1,21,7.1,6,5,2,0.44,58.5,27.5,1,5,0,33.5,52.5,2,5,0.29,45.5,40.5,3,4,0.36,51.5,34.5,4,1,0.23,52.5,33.5,3,1,0.44,61.5,24.5,6,1,0.51,64.5,21.5,4,1,0.23,52.5,33.5,0.5,19.92027,954.64536
1005,art5,artificial,,85,246,8,0,7,1,3,0,34,52,4,1,0.44,61.5,24.5,7,0,0.00232,0.012,1,21,7.1,6,5,2,0.44,58.5,27.5,1,5,0,33.5,52.5,2,5,0.29,45.5,40.5,3,4,0.36,51.5,34.5,4,1,0.23,52.5,33.5,3,1,0.44,61.5,24.5,6,1,0.51,64.5,21.5,4,1,0.23,52.5,33.5,1,21.71153,1053.48819
1005,art5,artificial,,85,246,8,0,7,1,3,0,34,52,4,1,0.44,61.5,24.5,7,0,0.00232,0.012,1,21,7.1,6,5,2,0.44,58.5,27.5,1,5,0,33.5,52.5,2,5,0.29,45.5,40.5,3,4,0.36,51.5,34.5,4,1,0.23,52.5,33.5,3,1,0.44,61.5,24.5,6,1,0.51,64.5,21.5,4,1,0.23,52.5,33.5,5,11.32016,584.35323
1006,art5,artificial,,85,246,8,0,7,1,3,0,34,52,4,1,0.44,61.5,24.5,7,0,0.00232,0.012,1,21,7.1,6,5,2,0.44,58.5,27.5,1,5,0,33.5,52.5,2,5,0.29,45.5,40.5,3,4,0.36,51.5,34.5,4,1,0.23,52.5,33.5,3,1,0.44,61.5,24.5,6,1,0.51,64.5,21.5,4,1,0.23,52.5,33.5,0.5,21.48908,1053.87201
1006,art5,artificial,,85,246,8,0,7,1,3,0,34,52,4,1,0.44,61.5,24.5,7,0,0.00232,0.012,1,21,7.1,6,5,2,0.44,58.5,27.5,1,5,0,33.5,52.5,2,5,0.29,45.5,40.5,3,4,0.36,51.5,34.5,4,1,0.23,52.5,33.5,3,1,0.44,61.5,24.5,6,1,0.51,64.5,21.5,4,1,0.23,52.5,33.5,1,21.67607,1108.73136
1006,art5,artificial,,85,246,8,0,7,1,3,0,34,52,4,1,0.44,61.5,24.5,7,0,0.00232,0.012,1,21,7.1,6,5,2,0.44,58.5,27.5,1,5,0,33.5,52.5,2,5,0.29,45.5,40.5,3,4,0.36,51.5,34.5,4,1,0.23,52.5,33.5,3,1,0.44,61.5,24.5,6,1,0.51,64.5,21.5,4,1,0.23,52.5,33.5,5,10.94934,564.85765
1007,art5,artificial,,85,246,8,0,7,1,3,0,34,52,4,1,0.44,61.5,24.5,7,0,0.00232,0.012,1,21,7.1,6,5,2,0.44,58.5,27.5,1,5,0,33.5,52.5,2,5,0.29,45.5,40.5,3,4,0.36,51.5,34.5,4,1,0.23,52.5,33.5,3,1,0.44,61.5,24.5,6,1,0.51,64.5,21.5,4,1,0.23,52.5,33.5,0.5,19.36341,943.88873
1007,art5,artificial,,85,246,8,0,7,1,3,0,34,52,4,1,0.44,61.5,24.5,7,0,0.00232,0.012,1,21,7.1,6,5,2,0.44,58.5,27.5,1,5,0,33.5,52.5,2,5,0.29,45.5,40.5,3,4,0.36,51.5,34.5,4,1,0.23,52.5,33.5,3,1,0.44,61.5,24.5,6,1,0.51,64.5,21.5,4,1,0.23,52.5,33.5,1,20.28166,1018.35582
1007,art5,artificial,,85,246,8,0,7,1,3,0,34,52,4,1,0.44,61.5,24.5,7,0,0.00232,0.012,1,21,7.1,6,5,2,0.44,58.5,27.5,1,5,0,33.5,52.5,2,5,0.29,45.5,40.5,3,4,0.36,51.5,34.5,4,1,0.23,52.5,33.5,3,1,0.44,61.5,24.5,6,1,0.51,64.5,21.5,4,1,0.23,52.5,33.5,5,10.87031,561.56383
1008,art5,artificial,,85,246,8,0,7,1,3,0,34,52,4,1,0.44,61.5,24.5,7,0,0.00232,0.012,1,21,7.1,6,5,2,0.44,58.5,27.5,1,5,0,33.5,52.5,2,5,0.29,45.5,40.5,3,4,0.36,51.5,34.5,4,1,0.23,52.5,33.5,3,1,0.44,61.5,24.5,6,1,0.51,64.5,21.5,4,1,0.23,52.5,33.5,0.5,33.74632,2328.8095
1008,art5,artificial,,85,246,8,0,7,1,3,0,34,52,4,1,0.44,61.5,24.5,7,0,0.00232,0.012,1,21,7.1,6,5,2,0.44,58.5,27.5,1,5,0,33.5,52.5,2,5,0.29,45.5,40.5,3,4,0.36,51.5,34.5,4,1,0.23,52.5,33.5,3,1,0.44,61.5,24.5,6,1,0.51,64.5,21.5,4,1,0.23,52.5,33.5,1,34.84655,2762.71484
1008,art5,artificial,,85,246,8,0,7,1,3,0,34,52,4,1,0.44,61.5,24.5,7,0,0.00232,0.012,1,21,7.1,6,5,2,0.44,58.5,27.5,1,5,0,33.5,52.5,2,5,0.29,45.5,40.5,3,4,0.36,51.5,34.5,4,1,0.23,52.5,33.5,3,1,0.44,61.5,24.5,6,1,0.51,64.5,21.5,4,1,0.23,52.5,33.5,5,18.15974,1372.96034
101,art5,artificial,,85,246,5,1,4,2,2,0.8,73.5,12.5,2,3,0.07,21.5,64.5,5,320,0.00278,0.0134,0.6,6,3.8,5,3,4,0.36,33.5,52.5,2,4,0.79,69.5,16.5,3,4,0.79,69.5,16.5,4,3,0.86,75.5,10.5,2,3,0.08,10.5,75.5,2,2,0.08,22.5,63.5,2,5,0.01,4.5,81.5,3,2,0.08,13.5,72.5,0.5,11.02169,540.27346
101,art5,artificial,,85,246,5,1,4,2,2,0.8,73.5,12.5,2,3,0.07,21.5,64.5,5,320,0.00278,0.0134,0.6,6,3.8,5,3,4,0.36,33.5,52.5,2,4,0.79,69.5,16.5,3,4,0.79,69.5,16.5,4,3,0.86,75.5,10.5,2,3,0.08,10.5,75.5,2,2,0.08,22.5,63.5,2,5,0.01,4.5,81.5,3,2,0.08,13.5,72.5,1,11.5819,631.10899
