name,graphName,type,version,totalNodes,totalEdges,communitySize,intra-degree,inter-degree,intra-degree_denseRank,intra-degree_reverseDenseRank,intra-degree_percentRank,intra-degree_averageRank,intra-degree_reverseAverageRank,inter-degree_denseRank,inter-degree_reverseDenseRank,inter-degree_percentRank,inter-degree_averageRank,inter-degree_reverseAverageRank,degree,betweenness,closeness,pageRank,transitivity,triangleCount,knn,eccentricity,degree_denseRank,degree_reverseDenseRank,degree_percentRank,degree_averageRank,degree_reverseAverageRank,betweenness_denseRank,betweenness_reverseDenseRank,betweenness_percentRank,betweenness_averageRank,betweenness_reverseAverageRank,closeness_denseRank,closeness_reverseDenseRank,closeness_percentRank,closeness_averageRank,closeness_reverseAverageRank,pageRank_denseRank,pageRank_reverseDenseRank,pageRank_percentRank,pageRank_averageRank,pageRank_reverseAverageRank,transitivity_denseRank,transitivity_reverseDenseRank,transitivity_percentRank,transitivity_averageRank,transitivity_reverseAverageRank,triangleCount_denseRank,triangleCount_reverseDenseRank,triangleCount_percentRank,triangleCount_averageRank,triangleCount_reverseAverageRank,knn_denseRank,knn_reverseDenseRank,knn_percentRank,knn_averageRank,knn_reverseAverageRank,eccentricity_denseRank,eccentricity_reverseDenseRank,eccentricity_percentRank,eccentricity_averageRank,eccentricity_reverseAverageRank,tau,sentinel,sentinelVar
0,art12,artificial,,104,237,7,0,6,1,3,0,43.5,61.5,6,4,0.74,78.5,26.5,6,4411,0.0031,0.0141,0,0,3,4,6,5,0.73,78,27,32,1,1,104,1,26,1,1,104,1,31,4,0.94,98,7,1,6,0,38,67,1,5,0,38,67,4,22,0.05,6,99,1,5,0,1,104,0.5,11.79363,616.813
0,art12,artificial,,104,237,7,0,6,1,3,0,43.5,61.5,6,4,0.74,78.5,26.5,6,4411,0.0031,0.0141,0,0,3,4,6,5,0.73,78,27,32,1,1,104,1,26,1,1,104,1,31,4,0.94,98,7,1,6,0,38,67,1,5,0,38,67,4,22,0.05,6,99,1,5,0,1,104,1,11.45477,604.22864
0,art12,artificial,,104,237,7,0,6,1,3,0,43.5,61.5,6,4,0.74,78.5,26.5,6,4411,0.0031,0.0141,0,0,3,4,6,5,0.73,78,27,32,1,1,104,1,26,1,1,104,1,31,4,0.94,98,7,1,6,0,38,67,1,5,0,38,67,4,22,0.05,6,99,1,5,0,1,104,5,3.5487,232.22204
1,art12,artificial,,104,237,7,2,1,3,1,0.95,101.5,3.5,1,9,0,7.5,97.5,3,1611,0.00257,0.00726,0,0,5,5,3,8,0.17,28.5,76.5,30,3,0.98,102,3,24,3,0.98,102,3,8,27,0.24,26,79,1,6,0,38,67,1,5,0,38,67,14,12,0.4,46.5,58.5,2,4,0.01,4.5,100.5,0.5,28.54572,1686.25471
1,art12,artificial,,104,237,7,2,1,3,1,0.95,101.5,3.5,1,9,0,7.5,97.5,3,1611,0.00257,0.00726,0,0,5,5,3,8,0.17,28.5,76.5,30,3,0.98,102,3,24,3,0.98,102,3,8,27,0.24,26,79,1,6,0,38,67,1,5,0,38,67,14,12,0.4,46.5,58.5,2,4,0.01,4.5,100.5,1,25.1546,1735.35415
1,art12,artificial,,104,237,7,2,1,3,1,0.95,101.5,3.5,1,9,0,7.5,97.5,3,1611,0.00257,0.00726,0,0,5,5,3,8,0.17,28.5,76.5,30,3,0.98,102,3,24,3,0.98,102,3,8,27,0.24,26,79,1,6,0,38,67,1,5,0,38,67,14,12,0.4,46.5,58.5,2,4,0.01,4.5,100.5,5,10.94811,979.40925
1001,art12,artificial,,104,237,8,1,7,2,2,0.83,92.5,12.5,7,3,0.78,87,18,8,672,0.00206,0.0116,0.75,21,6.5,6,8,3,0.89,93.5,11.5,18,15,0.85,89,16,15,12,0.85,89,16,27,8,0.87,91,14,4,3,0.75,78,27,4,2,0.83,90.5,14.5,19,7,0.63,66,39,3,3,0.07,13.5,91.5,0.5,18.10933,851.5308
1001,art12,artificial,,104,237,8,1,7,2,2,0.83,92.5,12.5,7,3,0.78,87,18,8,672,0.00206,0.0116,0.75,21,6.5,6,8,3,0.89,93.5,11.5,18,15,0.85,89,16,15,12,0.85,89,16,27,8,0.87,91,14,4,3,0.75,78,27,4,2,0.83,90.5,14.5,19,7,0.63,66,39,3,3,0.07,13.5,91.5,1,19.31577,1021.57702
1001,art12,artificial,,104,237,8,1,7,2,2,0.83,92.5,12.5,7,3,0.78,87,18,8,672,0.00206,0.0116,0.75,21,6.5,6,8,3,0.89,93.5,11.5,18,15,0.85,89,16,15,12,0.85,89,16,27,8,0.87,91,14,4,3,0.75,78,27,4,2,0.83,90.5,14.5,19,7,0.63,66,39,3,3,0.07,13.5,91.5,5,8.82625,479.37456
1002,art12,artificial,,104,237,8,0,7,1,3,0,43.5,61.5,7,3,0.78,87,18,7,0,0.00172,0.00985,1,21,7.1,7,7,4,0.78,86.5,18.5,1,32,0,16.5,88.5,8,19,0.46,52,53,21,14,0.56,62,43,6,1,0.77,92,13,4,2,0.83,90.5,14.5,22,4,0.78,84,21,4,2,0.18,43,62,0.5,21.12997,1205.23416
