name,graphName,type,version,totalNodes,totalEdges,communitySize,intra-degree,inter-degree,intra-degree_denseRank,intra-degree_reverseDenseRank,intra-degree_percentRank,intra-degree_averageRank,intra-degree_reverseAverageRank,inter-degree_denseRank,inter-degree_reverseDenseRank,inter-degree_percentRank,inter-degree_averageRank,inter-degree_reverseAverageRank,degree,betweenness,closeness,pageRank,transitivity,triangleCount,knn,eccentricity,degree_denseRank,degree_reverseDenseRank,degree_percentRank,degree_averageRank,degree_reverseAverageRank,betweenness_denseRank,betweenness_reverseDenseRank,betweenness_percentRank,betweenness_averageRank,betweenness_reverseAverageRank,closeness_denseRank,closeness_reverseDenseRank,closeness_percentRank,closeness_averageRank,closeness_reverseAverageRank,pageRank_denseRank,pageRank_reverseDenseRank,pageRank_percentRank,pageRank_averageRank,pageRank_reverseAverageRank,transitivity_denseRank,transitivity_reverseDenseRank,transitivity_percentRank,transitivity_averageRank,transitivity_reverseAverageRank,triangleCount_denseRank,triangleCount_reverseDenseRank,triangleCount_percentRank,triangleCount_averageRank,triangleCount_reverseAverageRank,knn_denseRank,knn_reverseDenseRank,knn_percentRank,knn_averageRank,knn_reverseAverageRank,eccentricity_denseRank,eccentricity_reverseDenseRank,eccentricity_percentRank,eccentricity_averageRank,eccentricity_reverseAverageRank,tau,sentinel,sentinelVar
0,art4,artificial,,103,354,7,0,6,1,3,0,43,61,2,2,0.06,7,97,6,4335,0.00355,0.0106,0,0,3,3,2,3,0.06,7,97,4,1,1,103,1,4,1,1,103,1,3,2,0.88,91,13,1,3,0,4,100,1,2,0,4,100,1,4,0,1,103,1,4,0,1,103,0.5,11.69914,465.84325
0,art4,artificial,,103,354,7,0,6,1,3,0,43,61,2,2,0.06,7,97,6,4335,0.00355,0.0106,0,0,3,3,2,3,0.06,7,97,4,1,1,103,1,4,1,1,103,1,3,2,0.88,91,13,1,3,0,4,100,1,2,0,4,100,1,4,0,1,103,1,4,0,1,103,1,11.4381,564.43036
0,art4,artificial,,103,354,7,0,6,1,3,0,43,61,2,2,0.06,7,97,6,4335,0.00355,0.0106,0,0,3,3,2,3,0.06,7,97,4,1,1,103,1,4,1,1,103,1,3,2,0.88,91,13,1,3,0,4,100,1,2,0,4,100,1,4,0,1,103,1,4,0,1,103,5,4.89379,302.44139
1,art4,artificial,,103,354,7,2,1,3,1,0.95,100.5,3.5,1,3,0,3.5,100.5,3,1440,0.00285,0.00535,0,0,7.3,4,1,4,0,3.5,100.5,3,2,0.94,99.5,4.5,3,2,0.94,99.5,4.5,1,4,0,3.5,100.5,1,3,0,4,100,1,2,0,4,100,4,1,0.95,100.5,3.5,2,3,0.01,4.5,99.5,0.5,32.12327,1926.15651
1,art4,artificial,,103,354,7,2,1,3,1,0.95,100.5,3.5,1,3,0,3.5,100.5,3,1440,0.00285,0.00535,0,0,7.3,4,1,4,0,3.5,100.5,3,2,0.94,99.5,4.5,3,2,0.94,99.5,4.5,1,4,0,3.5,100.5,1,3,0,4,100,1,2,0,4,100,4,1,0.95,100.5,3.5,2,3,0.01,4.5,99.5,1,34.79148,2547.22502
1,art4,artificial,,103,354,7,2,1,3,1,0.95,100.5,3.5,1,3,0,3.5,100.5,3,1440,0.00285,0.00535,0,0,7.3,4,1,4,0,3.5,100.5,3,2,0.94,99.5,4.5,3,2,0.94,99.5,4.5,1,4,0,3.5,100.5,1,3,0,4,100,1,2,0,4,100,4,1,0.95,100.5,3.5,2,3,0.01,4.5,99.5,5,17.57905,1831.95749
1001,art4,artificial,,103,354,8,1,7,2,2,0.83,91.5,12.5,3,1,0.07,55.5,48.5,8,665,0.00228,0.0113,0.75,21,6.5,5,4,1,0.89,97.5,6.5,2,3,0.82,90.5,13.5,2,3,0.82,90.5,13.5,4,1,0.89,97.5,6.5,2,2,0.07,13.5,90.5,2,1,0.07,55.5,48.5,2,3,0.01,7.5,96.5,3,2,0.07,13.5,90.5,0.5,24.80465,1144.78182
1001,art4,artificial,,103,354,8,1,7,2,2,0.83,91.5,12.5,3,1,0.07,55.5,48.5,8,665,0.00228,0.0113,0.75,21,6.5,5,4,1,0.89,97.5,6.5,2,3,0.82,90.5,13.5,2,3,0.82,90.5,13.5,4,1,0.89,97.5,6.5,2,2,0.07,13.5,90.5,2,1,0.07,55.5,48.5,2,3,0.01,7.5,96.5,3,2,0.07,13.5,90.5,1,27.21927,1849.84127
1001,art4,artificial,,103,354,8,1,7,2,2,0.83,91.5,12.5,3,1,0.07,55.5,48.5,8,665,0.00228,0.0113,0.75,21,6.5,5,4,1,0.89,97.5,6.5,2,3,0.82,90.5,13.5,2,3,0.82,90.5,13.5,4,1,0.89,97.5,6.5,2,2,0.07,13.5,90.5,2,1,0.07,55.5,48.5,2,3,0.01,7.5,96.5,3,2,0.07,13.5,90.5,5,12.63808,770.10797
1002,art4,artificial,,103,354,8,0,7,1,3,0,43,61,3,1,0.07,55.5,48.5,7,0,0.00188,0.00978,1,21,7.1,6,3,2,0.07,49.5,54.5,1,4,0,42.5,61.5,1,4,0,42.5,61.5,2,3,0.06,48.5,55.5,3,1,0.19,61.5,42.5,2,1,0.07,55.5,48.5,3,2,0.13,55.5,48.5,4,1,0.19,61.5,42.5,0.5,24.38659,1062.00331
