name,graphName,type,version,totalNodes,totalEdges,communitySize,intra-degree,inter-degree,intra-degree_denseRank,intra-degree_reverseDenseRank,intra-degree_percentRank,intra-degree_averageRank,intra-degree_reverseAverageRank,inter-degree_denseRank,inter-degree_reverseDenseRank,inter-degree_percentRank,inter-degree_averageRank,inter-degree_reverseAverageRank,degree,betweenness,closeness,pageRank,transitivity,triangleCount,knn,eccentricity,degree_denseRank,degree_reverseDenseRank,degree_percentRank,degree_averageRank,degree_reverseAverageRank,betweenness_denseRank,betweenness_reverseDenseRank,betweenness_percentRank,betweenness_averageRank,betweenness_reverseAverageRank,closeness_denseRank,closeness_reverseDenseRank,closeness_percentRank,closeness_averageRank,closeness_reverseAverageRank,pageRank_denseRank,pageRank_reverseDenseRank,pageRank_percentRank,pageRank_averageRank,pageRank_reverseAverageRank,transitivity_denseRank,transitivity_reverseDenseRank,transitivity_percentRank,transitivity_averageRank,transitivity_reverseAverageRank,triangleCount_denseRank,triangleCount_reverseDenseRank,triangleCount_percentRank,triangleCount_averageRank,triangleCount_reverseAverageRank,knn_denseRank,knn_reverseDenseRank,knn_percentRank,knn_averageRank,knn_reverseAverageRank,eccentricity_denseRank,eccentricity_reverseDenseRank,eccentricity_percentRank,eccentricity_averageRank,eccentricity_reverseAverageRank,tau,sentinel,sentinelVar
0,art3,artificial,,91,270,7,0,6,1,3,0,37,55,2,1,0.07,49,43,6,3375,0.00407,0.0129,0,0,3,3,2,2,0.07,43,49,4,1,1,91,1,4,1,1,91,1,3,1,0.87,85,7,1,3,0,4,88,1,2,0,4,88,1,4,0,1,91,1,4,0,1,91,0.5,10.54149,531.37226
0,art3,artificial,,91,270,7,0,6,1,3,0,37,55,2,1,0.07,49,43,6,3375,0.00407,0.0129,0,0,3,3,2,2,0.07,43,49,4,1,1,91,1,4,1,1,91,1,3,1,0.87,85,7,1,3,0,4,88,1,2,0,4,88,1,4,0,1,91,1,4,0,1,91,1,10.6638,618.20722
0,art3,artificial,,91,270,7,0,6,1,3,0,37,55,2,1,0.07,49,43,6,3375,0.00407,0.0129,0,0,3,3,2,2,0.07,43,49,4,1,1,91,1,4,1,1,91,1,3,1,0.87,85,7,1,3,0,4,88,1,2,0,4,88,1,4,0,1,91,1,4,0,1,91,5,3.2673,164.85183
1,art3,artificial,,91,270,7,2,1,3,1,0.94,88.5,3.5,1,2,0,3.5,88.5,3,1113,0.00326,0.0066,0,0,6.7,4,1,3,0,3.5,88.5,3,2,0.93,87.5,4.5,3,2,0.93,87.5,4.5,1,3,0,3.5,88.5,1,3,0,4,88,1,2,0,4,88,4,1,0.94,88.5,3.5,2,3,0.01,4.5,87.5,0.5,28.9092,1571.38144
1,art3,artificial,,91,270,7,2,1,3,1,0.94,88.5,3.5,1,2,0,3.5,88.5,3,1113,0.00326,0.0066,0,0,6.7,4,1,3,0,3.5,88.5,3,2,0.93,87.5,4.5,3,2,0.93,87.5,4.5,1,3,0,3.5,88.5,1,3,0,4,88,1,2,0,4,88,4,1,0.94,88.5,3.5,2,3,0.01,4.5,87.5,1,31.83514,2231.02771
1,art3,artificial,,91,270,7,2,1,3,1,0.94,88.5,3.5,1,2,0,3.5,88.5,3,1113,0.00326,0.0066,0,0,6.7,4,1,3,0,3.5,88.5,3,2,0.93,87.5,4.5,3,2,0.93,87.5,4.5,1,3,0,3.5,88.5,1,3,0,4,88,1,2,0,4,88,4,1,0.94,88.5,3.5,2,3,0.01,4.5,87.5,5,13.09816,914.32194
1001,art3,artificial,,91,270,7,1,6,2,2,0.81,79.5,12.5,2,1,0.07,49,43,7,504,0.0026,0.0129,0.714,15,5.6,5,3,1,0.88,85.5,6.5,2,3,0.8,78.5,13.5,2,3,0.8,78.5,13.5,3,1,0.87,85,7,2,2,0.08,13.5,78.5,2,1,0.08,49.5,42.5,2,3,0.01,7.5,84.5,3,2,0.08,13.5,78.5,0.5,21.94912,871.671
1001,art3,artificial,,91,270,7,1,6,2,2,0.81,79.5,12.5,2,1,0.07,49,43,7,504,0.0026,0.0129,0.714,15,5.6,5,3,1,0.88,85.5,6.5,2,3,0.8,78.5,13.5,2,3,0.8,78.5,13.5,3,1,0.87,85,7,2,2,0.08,13.5,78.5,2,1,0.08,49.5,42.5,2,3,0.01,7.5,84.5,3,2,0.08,13.5,78.5,1,23.58379,1480.939
1001,art3,artificial,,91,270,7,1,6,2,2,0.81,79.5,12.5,2,1,0.07,49,43,7,504,0.0026,0.0129,0.714,15,5.6,5,3,1,0.88,85.5,6.5,2,3,0.8,78.5,13.5,2,3,0.8,78.5,13.5,3,1,0.87,85,7,2,2,0.08,13.5,78.5,2,1,0.08,49.5,42.5,2,3,0.01,7.5,84.5,3,2,0.08,13.5,78.5,5,14.90799,807.6304
1002,art3,artificial,,91,270,7,0,6,1,3,0,37,55,2,1,0.07,49,43,6,0,0.00214,0.011,1,15,6.2,6,2,2,0.07,43,49,1,4,0,36.5,55.5,1,4,0,36.5,55.5,2,2,0.07,42.5,49.5,3,1,0.21,55.5,36.5,2,1,0.08,49.5,42.5,3,2,0.14,49.5,42.5,4,1,0.21,55.5,36.5,0.5,22.29833,892.4384
1002,art3,artificial,,91,270,7,0,6,1,3,0,37,55,2,1,0.07,49,43,6,0,0.00214,0.011,1,15,6.2,6,2,2,0.07,43,49,1,4,0,36.5,55.5,1,4,0,36.5,55.5,2,2,0.07,42.5,49.5,3,1,0.21,55.5,36.5,2,1,0.08,49.5,42.5,3,2,0.14,49.5,42.5,4,1,0.21,55.5,36.5,1,25.88164,1528.78603
1002,art3,artificial,,91,270,7,0,6,1,3,0,37,55,2,1,0.07,49,43,6,0,0.00214,0.011,1,15,6.2,6,2,2,0.07,43,49,1,4,0,36.5,55.5,1,4,0,36.5,55.5,2,2,0.07,42.5,49.5,3,1,0.21,55.5,36.5,2,1,0.08,49.5,42.5,3,2,0.14,49.5,42.5,4,1,0.21,55.5,36.5,5,15.33233,831.30787
