name,graphName,type,version,totalNodes,totalEdges,communitySize,intra-degree,inter-degree,intra-degree_denseRank,intra-degree_reverseDenseRank,intra-degree_percentRank,intra-degree_averageRank,intra-degree_reverseAverageRank,inter-degree_denseRank,inter-degree_reverseDenseRank,inter-degree_percentRank,inter-degree_averageRank,inter-degree_reverseAverageRank,degree,betweenness,closeness,pageRank,transitivity,triangleCount,knn,eccentricity,degree_denseRank,degree_reverseDenseRank,degree_percentRank,degree_averageRank,degree_reverseAverageRank,betweenness_denseRank,betweenness_reverseDenseRank,betweenness_percentRank,betweenness_averageRank,betweenness_reverseAverageRank,closeness_denseRank,closeness_reverseDenseRank,closeness_percentRank,closeness_averageRank,closeness_reverseAverageRank,pageRank_denseRank,pageRank_reverseDenseRank,pageRank_percentRank,pageRank_averageRank,pageRank_reverseAverageRank,transitivity_denseRank,transitivity_reverseDenseRank,transitivity_percentRank,transitivity_averageRank,transitivity_reverseAverageRank,triangleCount_denseRank,triangleCount_reverseDenseRank,triangleCount_percentRank,triangleCount_averageRank,triangleCount_reverseAverageRank,knn_denseRank,knn_reverseDenseRank,knn_percentRank,knn_averageRank,knn_reverseAverageRank,eccentricity_denseRank,eccentricity_reverseDenseRank,eccentricity_percentRank,eccentricity_averageRank,eccentricity_reverseAverageRank,tau,sentinel,sentinelVar
0,art11,artificial,,106,335,7,0,6,1,3,0,44.5,62.5,6,4,0.52,62,45,6,4590,0.00317,0.0131,0,0,3,4,6,7,0.5,60.5,46.5,30,1,1,106,1,26,1,1,106,1,31,1,1,106,1,1,6,0,36,71,1,5,0,36,71,4,21,0.06,8.5,98.5,1,5,0,1,106,0.5,12.46317,565.20498
0,art11,artificial,,106,335,7,0,6,1,3,0,44.5,62.5,6,4,0.52,62,45,6,4590,0.00317,0.0131,0,0,3,4,6,7,0.5,60.5,46.5,30,1,1,106,1,26,1,1,106,1,31,1,1,106,1,1,6,0,36,71,1,5,0,36,71,4,21,0.06,8.5,98.5,1,5,0,1,106,1,9.60127,359.21142
0,art11,artificial,,106,335,7,0,6,1,3,0,44.5,62.5,6,4,0.52,62,45,6,4590,0.00317,0.0131,0,0,3,4,6,7,0.5,60.5,46.5,30,1,1,106,1,26,1,1,106,1,31,1,1,106,1,1,6,0,36,71,1,5,0,36,71,4,21,0.06,8.5,98.5,1,5,0,1,106,5,3.68076,242.32426
1,art11,artificial,,106,335,7,2,1,3,1,0.95,103.5,3.5,1,9,0,4.5,102.5,3,1452,0.00258,0.00773,0,0,5.3,5,3,10,0.05,11.5,95.5,25,6,0.94,100,7,24,3,0.94,102,5,8,24,0.09,10,97,1,6,0,36,71,1,5,0,36,71,12,13,0.48,52.5,54.5,2,4,0.01,4.5,102.5,0.5,25.2258,1275.9088
1,art11,artificial,,106,335,7,2,1,3,1,0.95,103.5,3.5,1,9,0,4.5,102.5,3,1452,0.00258,0.00773,0,0,5.3,5,3,10,0.05,11.5,95.5,25,6,0.94,100,7,24,3,0.94,102,5,8,24,0.09,10,97,1,6,0,36,71,1,5,0,36,71,12,13,0.48,52.5,54.5,2,4,0.01,4.5,102.5,1,25.10667,1413.53504
1,art11,artificial,,106,335,7,2,1,3,1,0.95,103.5,3.5,1,9,0,4.5,102.5,3,1452,0.00258,0.00773,0,0,5.3,5,3,10,0.05,11.5,95.5,25,6,0.94,100,7,24,3,0.94,102,5,8,24,0.09,10,97,1,6,0,36,71,1,5,0,36,71,12,13,0.48,52.5,54.5,2,4,0.01,4.5,102.5,5,11.21603,793.64896
1001,art11,artificial,,106,335,5,1,4,2,2,0.84,94.5,12.5,4,6,0.17,29,78,5,404,0.0021,0.0106,0.6,6,3.8,6,5,8,0.34,45,62,16,15,0.85,90,17,19,8,0.87,93,14,25,7,0.9,96,11,2,5,0.68,72,35,2,4,0.68,74,33,6,19,0.12,15,92,3,3,0.07,13.5,93.5,0.5,21.551,921.8067
1001,art11,artificial,,106,335,5,1,4,2,2,0.84,94.5,12.5,4,6,0.17,29,78,5,404,0.0021,0.0106,0.6,6,3.8,6,5,8,0.34,45,62,16,15,0.85,90,17,19,8,0.87,93,14,25,7,0.9,96,11,2,5,0.68,72,35,2,4,0.68,74,33,6,19,0.12,15,92,3,3,0.07,13.5,93.5,1,19.59327,873.45519
1001,art11,artificial,,106,335,5,1,4,2,2,0.84,94.5,12.5,4,6,0.17,29,78,5,404,0.0021,0.0106,0.6,6,3.8,6,5,8,0.34,45,62,16,15,0.85,90,17,19,8,0.87,93,14,25,7,0.9,96,11,2,5,0.68,72,35,2,4,0.68,74,33,6,19,0.12,15,92,3,3,0.07,13.5,93.5,5,9.07245,325.60316
1002,art11,artificial,,106,335,5,0,4,1,3,0,44.5,62.5,4,6,0.17,29,78,4,0,0.00173,0.00887,1,6,4.2,7,4,9,0.16,27,80,1,30,0,16.5,90.5,10,17,0.33,37.5,69.5,12,20,0.15,18.5,88.5,6,1,0.71,91,16,2,4,0.68,74,33,8,17,0.21,28.5,78.5,4,2,0.18,51,56,0.5,21.10901,819.60249
