name,graphName,type,version,totalNodes,totalEdges,communitySize,intra-degree,inter-degree,intra-degree_denseRank,intra-degree_reverseDenseRank,intra-degree_percentRank,intra-degree_averageRank,intra-degree_reverseAverageRank,inter-degree_denseRank,inter-degree_reverseDenseRank,inter-degree_percentRank,inter-degree_averageRank,inter-degree_reverseAverageRank,degree,betweenness,closeness,pageRank,transitivity,triangleCount,knn,eccentricity,degree_denseRank,degree_reverseDenseRank,degree_percentRank,degree_averageRank,degree_reverseAverageRank,betweenness_denseRank,betweenness_reverseDenseRank,betweenness_percentRank,betweenness_averageRank,betweenness_reverseAverageRank,closeness_denseRank,closeness_reverseDenseRank,closeness_percentRank,closeness_averageRank,closeness_reverseAverageRank,pageRank_denseRank,pageRank_reverseDenseRank,pageRank_percentRank,pageRank_averageRank,pageRank_reverseAverageRank,transitivity_denseRank,transitivity_reverseDenseRank,transitivity_percentRank,transitivity_averageRank,transitivity_reverseAverageRank,triangleCount_denseRank,triangleCount_reverseDenseRank,triangleCount_percentRank,triangleCount_averageRank,triangleCount_reverseAverageRank,knn_denseRank,knn_reverseDenseRank,knn_percentRank,knn_averageRank,knn_reverseAverageRank,eccentricity_denseRank,eccentricity_reverseDenseRank,eccentricity_percentRank,eccentricity_averageRank,eccentricity_reverseAverageRank,tau,sentinel,sentinelVar
0,art17,artificial,,67,66,7,0,6,1,3,0,25,43,3,1,1,67,1,6,1815,0.00476,0.0349,0,0,3,4,5,1,1,67,1,5,1,1,67,1,5,1,1,67,1,5,1,1,67,1,1,1,0,34,34,1,1,0,34,34,2,4,0.18,13,55,1,5,0,1,67,0.5,7.68414,215.94934
0,art17,artificial,,67,66,7,0,6,1,3,0,25,43,3,1,1,67,1,6,1815,0.00476,0.0349,0,0,3,4,5,1,1,67,1,5,1,1,67,1,5,1,1,67,1,5,1,1,67,1,1,1,0,34,34,1,1,0,34,34,2,4,0.18,13,55,1,5,0,1,67,1,6.93748,245.48351
0,art17,artificial,,67,66,7,0,6,1,3,0,25,43,3,1,1,67,1,6,1815,0.00476,0.0349,0,0,3,4,5,1,1,67,1,5,1,1,67,1,5,1,1,67,1,5,1,1,67,1,1,1,0,34,34,1,1,0,34,34,2,4,0.18,13,55,1,5,0,1,67,5,1.78135,32.97226
1,art17,artificial,,67,66,7,2,1,3,1,0.92,64.5,3.5,1,3,0,27.5,40.5,3,585,0.00392,0.0192,0,0,3.3,5,3,3,0.73,51.5,16.5,4,2,0.91,63.5,4.5,4,2,0.91,63.5,4.5,3,3,0.73,51.5,16.5,1,1,0,34,34,1,1,0,34,34,3,3,0.2,16.5,51.5,2,4,0.02,4.5,63.5,0.5,9.56023,284.66039
1,art17,artificial,,67,66,7,2,1,3,1,0.92,64.5,3.5,1,3,0,27.5,40.5,3,585,0.00392,0.0192,0,0,3.3,5,3,3,0.73,51.5,16.5,4,2,0.91,63.5,4.5,4,2,0.91,63.5,4.5,3,3,0.73,51.5,16.5,1,1,0,34,34,1,1,0,34,34,3,3,0.2,16.5,51.5,2,4,0.02,4.5,63.5,1,8.67956,268.69462
1,art17,artificial,,67,66,7,2,1,3,1,0.92,64.5,3.5,1,3,0,27.5,40.5,3,585,0.00392,0.0192,0,0,3.3,5,3,3,0.73,51.5,16.5,4,2,0.91,63.5,4.5,4,2,0.91,63.5,4.5,3,3,0.73,51.5,16.5,1,1,0,34,34,1,1,0,34,34,3,3,0.2,16.5,51.5,2,4,0.02,4.5,63.5,5,2.45002,65.89224
1001,art17,artificial,,67,66,5,0,4,1,3,0,25,43,2,2,0.82,60.5,7.5,4,192,0.0027,0.0305,0,0,1.2,7,4,2,0.82,60.5,7.5,2,4,0.55,42.5,25.5,2,4,0.55,42.5,25.5,4,2,0.82,60.5,7.5,1,1,0,34,34,1,1,0,34,34,1,5,0,6.5,61.5,4,2,0.29,25.5,42.5,0.5,9.35104,253.27251
1001,art17,artificial,,67,66,5,0,4,1,3,0,25,43,2,2,0.82,60.5,7.5,4,192,0.0027,0.0305,0,0,1.2,7,4,2,0.82,60.5,7.5,2,4,0.55,42.5,25.5,2,4,0.55,42.5,25.5,4,2,0.82,60.5,7.5,1,1,0,34,34,1,1,0,34,34,1,5,0,6.5,61.5,4,2,0.29,25.5,42.5,1,10.4766,272.87595
1001,art17,artificial,,67,66,5,0,4,1,3,0,25,43,2,2,0.82,60.5,7.5,4,192,0.0027,0.0305,0,0,1.2,7,4,2,0.82,60.5,7.5,2,4,0.55,42.5,25.5,2,4,0.55,42.5,25.5,4,2,0.82,60.5,7.5,1,1,0,34,34,1,1,0,34,34,1,5,0,6.5,61.5,4,2,0.29,25.5,42.5,5,5.56551,167.58088
1002,art17,artificial,,67,66,5,1,1,2,2,0.74,55.5,12.5,1,3,0,27.5,40.5,2,248,0.00321,0.0142,0,0,3.5,6,2,4,0.55,42.5,25.5,3,3,0.73,54.5,13.5,3,3,0.73,54.5,13.5,2,4,0.55,42.5,25.5,1,1,0,34,34,1,1,0,34,34,4,2,0.29,25.5,42.5,3,3,0.11,13.5,54.5,0.5,10.24789,262.48211
1002,art17,artificial,,67,66,5,1,1,2,2,0.74,55.5,12.5,1,3,0,27.5,40.5,2,248,0.00321,0.0142,0,0,3.5,6,2,4,0.55,42.5,25.5,3,3,0.73,54.5,13.5,3,3,0.73,54.5,13.5,2,4,0.55,42.5,25.5,1,1,0,34,34,1,1,0,34,34,4,2,0.29,25.5,42.5,3,3,0.11,13.5,54.5,1,10.07636,298.09684
1002,art17,artificial,,67,66,5,1,1,2,2,0.74,55.5,12.5,1,3,0,27.5,40.5,2,248,0.00321,0.0142,0,0,3.5,6,2,4,0.55,42.5,25.5,3,3,0.73,54.5,13.5,3,3,0.73,54.5,13.5,2,4,0.55,42.5,25.5,1,1,0,34,34,1,1,0,34,34,4,2,0.29,25.5,42.5,3,3,0.11,13.5,54.5,5,4.71713,145.20164
1003,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,0.5,23.45709,1003.66367
1003,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,1,26.54714,1126.57981
1003,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,5,17.85259,1004.90121
1004,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,0.5,24.47343,1202.23864
1004,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,1,26.48218,1115.6576
1004,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,5,17.19582,894.98134
1005,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,0.5,25.77766,1298.01627
1005,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,1,26.54761,1135.33687
1005,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,5,18.0022,944.25391
101,art17,artificial,,67,66,5,0,4,1,3,0,25,43,2,2,0.82,60.5,7.5,4,192,0.0027,0.0305,0,0,1.2,7,4,2,0.82,60.5,7.5,2,4,0.55,42.5,25.5,2,4,0.55,42.5,25.5,4,2,0.82,60.5,7.5,1,1,0,34,34,1,1,0,34,34,1,5,0,6.5,61.5,4,2,0.29,25.5,42.5,0.5,7.40073,252.10963
101,art17,artificial,,67,66,5,0,4,1,3,0,25,43,2,2,0.82,60.5,7.5,4,192,0.0027,0.0305,0,0,1.2,7,4,2,0.82,60.5,7.5,2,4,0.55,42.5,25.5,2,4,0.55,42.5,25.5,4,2,0.82,60.5,7.5,1,1,0,34,34,1,1,0,34,34,1,5,0,6.5,61.5,4,2,0.29,25.5,42.5,1,8.09463,258.89662
101,art17,artificial,,67,66,5,0,4,1,3,0,25,43,2,2,0.82,60.5,7.5,4,192,0.0027,0.0305,0,0,1.2,7,4,2,0.82,60.5,7.5,2,4,0.55,42.5,25.5,2,4,0.55,42.5,25.5,4,2,0.82,60.5,7.5,1,1,0,34,34,1,1,0,34,34,1,5,0,6.5,61.5,4,2,0.29,25.5,42.5,5,4.56953,174.68489
102,art17,artificial,,67,66,5,1,1,2,2,0.74,55.5,12.5,1,3,0,27.5,40.5,2,248,0.00321,0.0142,0,0,3.5,6,2,4,0.55,42.5,25.5,3,3,0.73,54.5,13.5,3,3,0.73,54.5,13.5,2,4,0.55,42.5,25.5,1,1,0,34,34,1,1,0,34,34,4,2,0.29,25.5,42.5,3,3,0.11,13.5,54.5,0.5,7.26336,226.59487
102,art17,artificial,,67,66,5,1,1,2,2,0.74,55.5,12.5,1,3,0,27.5,40.5,2,248,0.00321,0.0142,0,0,3.5,6,2,4,0.55,42.5,25.5,3,3,0.73,54.5,13.5,3,3,0.73,54.5,13.5,2,4,0.55,42.5,25.5,1,1,0,34,34,1,1,0,34,34,4,2,0.29,25.5,42.5,3,3,0.11,13.5,54.5,1,7.37041,243.48509
102,art17,artificial,,67,66,5,1,1,2,2,0.74,55.5,12.5,1,3,0,27.5,40.5,2,248,0.00321,0.0142,0,0,3.5,6,2,4,0.55,42.5,25.5,3,3,0.73,54.5,13.5,3,3,0.73,54.5,13.5,2,4,0.55,42.5,25.5,1,1,0,34,34,1,1,0,34,34,4,2,0.29,25.5,42.5,3,3,0.11,13.5,54.5,5,3.04804,94.09724
103,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,0.5,11.50096,260.01421
103,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,1,13.29722,376.64919
103,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,5,5.92654,152.8686
104,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,0.5,13.26416,434.72706
104,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,1,13.87754,444.696
104,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,5,5.59911,154.9618
105,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,0.5,12.90297,335.25366
105,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,1,13.31232,376.35232
105,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,5,7.32072,406.97289
1101,art17,artificial,,67,66,5,0,4,1,3,0,25,43,2,2,0.82,60.5,7.5,4,192,0.0027,0.0305,0,0,1.2,7,4,2,0.82,60.5,7.5,2,4,0.55,42.5,25.5,2,4,0.55,42.5,25.5,4,2,0.82,60.5,7.5,1,1,0,34,34,1,1,0,34,34,1,5,0,6.5,61.5,4,2,0.29,25.5,42.5,0.5,11.22916,426.6011
1101,art17,artificial,,67,66,5,0,4,1,3,0,25,43,2,2,0.82,60.5,7.5,4,192,0.0027,0.0305,0,0,1.2,7,4,2,0.82,60.5,7.5,2,4,0.55,42.5,25.5,2,4,0.55,42.5,25.5,4,2,0.82,60.5,7.5,1,1,0,34,34,1,1,0,34,34,1,5,0,6.5,61.5,4,2,0.29,25.5,42.5,1,11.21476,308.7652
1101,art17,artificial,,67,66,5,0,4,1,3,0,25,43,2,2,0.82,60.5,7.5,4,192,0.0027,0.0305,0,0,1.2,7,4,2,0.82,60.5,7.5,2,4,0.55,42.5,25.5,2,4,0.55,42.5,25.5,4,2,0.82,60.5,7.5,1,1,0,34,34,1,1,0,34,34,1,5,0,6.5,61.5,4,2,0.29,25.5,42.5,5,5.22503,143.40538
1102,art17,artificial,,67,66,5,1,1,2,2,0.74,55.5,12.5,1,3,0,27.5,40.5,2,248,0.00321,0.0142,0,0,3.5,6,2,4,0.55,42.5,25.5,3,3,0.73,54.5,13.5,3,3,0.73,54.5,13.5,2,4,0.55,42.5,25.5,1,1,0,34,34,1,1,0,34,34,4,2,0.29,25.5,42.5,3,3,0.11,13.5,54.5,0.5,8.76915,165.19017
1102,art17,artificial,,67,66,5,1,1,2,2,0.74,55.5,12.5,1,3,0,27.5,40.5,2,248,0.00321,0.0142,0,0,3.5,6,2,4,0.55,42.5,25.5,3,3,0.73,54.5,13.5,3,3,0.73,54.5,13.5,2,4,0.55,42.5,25.5,1,1,0,34,34,1,1,0,34,34,4,2,0.29,25.5,42.5,3,3,0.11,13.5,54.5,1,10.25456,308.46697
1102,art17,artificial,,67,66,5,1,1,2,2,0.74,55.5,12.5,1,3,0,27.5,40.5,2,248,0.00321,0.0142,0,0,3.5,6,2,4,0.55,42.5,25.5,3,3,0.73,54.5,13.5,3,3,0.73,54.5,13.5,2,4,0.55,42.5,25.5,1,1,0,34,34,1,1,0,34,34,4,2,0.29,25.5,42.5,3,3,0.11,13.5,54.5,5,4.37563,120.41949
1103,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,0.5,28.44856,1863.76255
1103,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,1,28.50876,1212.35706
1103,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,5,19.81055,1237.72813
1104,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,0.5,28.15953,1857.995
1104,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,1,29.10964,1238.40623
1104,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,5,18.9246,1145.58803
1105,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,0.5,29.06307,1941.1221
1105,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,1,30.14998,1273.18075
1105,art17,artificial,,67,66,5,0,1,1,3,0,25,43,1,3,0,27.5,40.5,1,0,0.00229,0.00872,0,0,4,8,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,5,0,18.5,49.5,1,1,0,34,34,1,1,0,34,34,5,1,0.47,49.5,18.5,5,1,0.47,49.5,18.5,5,18.8414,1156.50264
1201,art17,artificial,,67,66,5,0,4,1,3,0,25,43,2,2,0.82,60.5,7.5,4,192,0.0027,0.0305,0,0,1.2,7,4,2,0.82,60.5,7.5,2,4,0.55,42.5,25.5,2,4,0.55,42.5,25.5,4,2,0.82,60.5,7.5,1,1,0,34,34,1,1,0,34,34,1,5,0,6.5,61.5,4,2,0.29,25.5,42.5,0.5,9.89877,223.42669
1201,art17,artificial,,67,66,5,0,4,1,3,0,25,43,2,2,0.82,60.5,7.5,4,192,0.0027,0.0305,0,0,1.2,7,4,2,0.82,60.5,7.5,2,4,0.55,42.5,25.5,2,4,0.55,42.5,25.5,4,2,0.82,60.5,7.5,1,1,0,34,34,1,1,0,34,34,1,5,0,6.5,61.5,4,2,0.29,25.5,42.5,1,10.38255,284.50383
